battery_id,brand,type,capacity_ah,voltage,derating_factor,price_NGN
Blue Carbon_12V_110Ah_1181,Blue Carbon,Tubular,110.0,12.0,0.83,79894
Multipower_12V_200Ah_1182,Multipower,LiFePO4,200.0,12.0,0.84,124424
Blue Carbon_24V_290Ah_1183,Blue Carbon,Gel,290.0,24.0,0.84,67374
BSL_48V_30Ah_1184,BSL,Gel,30.0,48.0,0.83,297719
Luminous_12V_220Ah_1185,Luminous,AGM,220.0,12.0,0.84,241510
Felicity_48V_260Ah_1186,Felicity,Tubular,260.0,48.0,0.84,75628
Multipower_48V_260Ah_1187,Multipower,Gel,260.0,48.0,0.85,64470
Growatt_24V_290Ah_1188,Growatt,LiFePO4,290.0,24.0,0.83,205016
Multipower_12V_90Ah_1189,Multipower,Tubular,90.0,12.0,0.84,97626
Growatt_12V_80Ah_1190,Growatt,Gel,80.0,12.0,0.83,150718
BSL_12V_200Ah_1191,BSL,Tubular,200.0,12.0,0.85,190639
Luminous_24V_30Ah_1192,Luminous,AGM,30.0,24.0,0.83,360466
Growatt_12V_260Ah_1193,Growatt,Gel,260.0,12.0,0.84,330243
BSL_48V_290Ah_1194,BSL,Tubular,290.0,48.0,0.83,200496
BSL_12V_280Ah_1195,BSL,LiFePO4,280.0,12.0,0.83,249302
Techfine_48V_210Ah_1196,Techfine,AGM,210.0,48.0,0.83,294655
Blue Carbon_12V_20Ah_1197,Blue Carbon,Tubular,20.0,12.0,0.85,84955
Growatt_48V_210Ah_1198,Growatt,Tubular,210.0,48.0,0.83,188127
Blue Carbon_24V_30Ah_1199,Blue Carbon,Gel,30.0,24.0,0.84,126677
Blue Carbon_48V_90Ah_1200,Blue Carbon,Tubular,90.0,48.0,0.84,108599
Techfine_12V_190Ah_1201,Techfine,Gel,190.0,12.0,0.82,369316
Blue Carbon_12V_110Ah_1202,Blue Carbon,AGM,110.0,12.0,0.82,81710
Growatt_48V_190Ah_1203,Growatt,Tubular,190.0,48.0,0.84,269573
BSL_24V_250Ah_1204,BSL,Gel,250.0,24.0,0.82,213036
Pylontech_48V_100Ah_1205,Pylontech,Gel,100.0,48.0,0.84,761906
Felicity_24V_240Ah_1206,Felicity,Gel,240.0,24.0,0.83,91230
Multipower_12V_210Ah_1207,Multipower,Gel,210.0,12.0,0.84,139718
Techfine_12V_200Ah_1208,Techfine,AGM,200.0,12.0,0.84,222154
CWorth_12V_110Ah_1209,CWorth,LiFePO4,110.0,12.0,0.85,101334
Techfine_24V_230Ah_1210,Techfine,AGM,230.0,24.0,0.83,302934
Blue Carbon_12V_250Ah_1211,Blue Carbon,Tubular,250.0,12.0,0.83,85843
Luminous_48V_250Ah_1212,Luminous,Gel,250.0,48.0,0.84,280692
Blue Carbon_48V_180Ah_1213,Blue Carbon,AGM,180.0,48.0,0.84,133386
Techfine_48V_30Ah_1214,Techfine,Tubular,30.0,48.0,0.82,367545
Luminous_12V_300Ah_1215,Luminous,AGM,300.0,12.0,0.83,259677
Multipower_12V_130Ah_1216,Multipower,Tubular,130.0,12.0,0.82,82693
Growatt_12V_270Ah_1217,Growatt,Tubular,270.0,12.0,0.85,293285
Blue Carbon_24V_70Ah_1218,Blue Carbon,LiFePO4,70.0,24.0,0.82,118390
CWorth_48V_220Ah_1219,CWorth,Gel,220.0,48.0,0.83,65227
Multipower_12V_130Ah_1220,Multipower,Gel,130.0,12.0,0.83,104257
Genus_24V_140Ah_1221,Genus,AGM,140.0,24.0,0.84,401868
Amaron Quanta_12V_210Ah_1222,Amaron Quanta,Tubular,210.0,12.0,0.83,762899
Luminous_12V_140Ah_1223,Luminous,Tubular,140.0,12.0,0.83,162929
CWorth_48V_230Ah_1224,CWorth,LiFePO4,230.0,48.0,0.82,96867
Techfine_12V_260Ah_1225,Techfine,Gel,260.0,12.0,0.83,319006
BYD_48V_250Ah_1226,BYD,Gel,250.0,48.0,0.84,422610
Multipower_48V_250Ah_1227,Multipower,LiFePO4,250.0,48.0,0.82,91589
Luminous_24V_50Ah_1228,Luminous,AGM,50.0,24.0,0.82,193263
Multipower_48V_30Ah_1229,Multipower,Gel,30.0,48.0,0.84,81153
BSL_24V_150Ah_1230,BSL,Gel,150.0,24.0,0.82,212343
CWorth_12V_90Ah_1231,CWorth,AGM,90.0,12.0,0.84,99990
Genus_12V_110Ah_1232,Genus,LiFePO4,110.0,12.0,0.83,886783
Amaron Quanta_48V_80Ah_1233,Amaron Quanta,AGM,80.0,48.0,0.85,858682
CWorth_12V_140Ah_1234,CWorth,Tubular,140.0,12.0,0.83,117590
Luminous_12V_260Ah_1235,Luminous,Gel,260.0,12.0,0.84,257315
Blue Carbon_24V_40Ah_1236,Blue Carbon,Gel,40.0,24.0,0.82,142570
Felicity_48V_280Ah_1237,Felicity,LiFePO4,280.0,48.0,0.82,109389
Amaron Quanta_48V_210Ah_1238,Amaron Quanta,LiFePO4,210.0,48.0,0.83,803840
Luminous_48V_60Ah_1239,Luminous,Gel,60.0,48.0,0.82,241885
Felicity_12V_290Ah_1240,Felicity,AGM,290.0,12.0,0.83,111140
Exulted_12V_260Ah_1241,Exulted,LiFePO4,260.0,12.0,0.84,805806
BSL_12V_180Ah_1242,BSL,Tubular,180.0,12.0,0.83,381678
Blue Carbon_24V_240Ah_1243,Blue Carbon,LiFePO4,240.0,24.0,0.84,139922
Growatt_48V_160Ah_1244,Growatt,LiFePO4,160.0,48.0,0.83,183396
BYD_24V_220Ah_1245,BYD,LiFePO4,220.0,24.0,0.83,693961
Pylontech_24V_170Ah_1246,Pylontech,Tubular,170.0,24.0,0.83,754752
Growatt_12V_130Ah_1247,Growatt,LiFePO4,130.0,12.0,0.84,150298
Felicity_12V_290Ah_1248,Felicity,Gel,290.0,12.0,0.84,115482
Blue Carbon_24V_40Ah_1249,Blue Carbon,Tubular,40.0,24.0,0.83,98862
CWorth_12V_160Ah_1250,CWorth,Gel,160.0,12.0,0.82,58840
Amaron Quanta_12V_110Ah_1251,Amaron Quanta,Gel,110.0,12.0,0.84,893007
Blue Carbon_12V_200Ah_1252,Blue Carbon,Gel,200.0,12.0,0.82,127802
BSL_24V_30Ah_1253,BSL,AGM,30.0,24.0,0.85,370196
Growatt_24V_300Ah_1254,Growatt,AGM,300.0,24.0,0.84,265677
BSL_12V_190Ah_1255,BSL,Gel,190.0,12.0,0.84,329770
Techfine_12V_260Ah_1256,Techfine,AGM,260.0,12.0,0.84,321792
BYD_48V_50Ah_1257,BYD,Tubular,50.0,48.0,0.83,417482
Exulted_24V_100Ah_1258,Exulted,LiFePO4,100.0,24.0,0.84,627672
Felicity_24V_20Ah_1259,Felicity,AGM,20.0,24.0,0.85,136687
Pylontech_24V_290Ah_1260,Pylontech,LiFePO4,290.0,24.0,0.85,540766
Multipower_24V_170Ah_1261,Multipower,AGM,170.0,24.0,0.84,128530
Felicity_12V_190Ah_1262,Felicity,Gel,190.0,12.0,0.84,105450
Felicity_48V_100Ah_1263,Felicity,Gel,100.0,48.0,0.83,58495
Luminous_12V_190Ah_1264,Luminous,Tubular,190.0,12.0,0.84,372430
Felicity_24V_270Ah_1265,Felicity,AGM,270.0,24.0,0.83,129448
Blue Carbon_24V_50Ah_1266,Blue Carbon,Tubular,50.0,24.0,0.84,60984
Exulted_48V_20Ah_1267,Exulted,LiFePO4,20.0,48.0,0.82,466557
BSL_12V_100Ah_1268,BSL,Gel,100.0,12.0,0.85,351144
Luminous_48V_250Ah_1269,Luminous,Gel,250.0,48.0,0.84,238437
Growatt_24V_80Ah_1270,Growatt,AGM,80.0,24.0,0.85,329696
Felicity_48V_50Ah_1271,Felicity,Gel,50.0,48.0,0.85,57880
Multipower_48V_150Ah_1272,Multipower,Tubular,150.0,48.0,0.82,121097
BSL_48V_170Ah_1273,BSL,Gel,170.0,48.0,0.85,191784
Growatt_24V_140Ah_1274,Growatt,Tubular,140.0,24.0,0.83,388109
BSL_48V_90Ah_1275,BSL,LiFePO4,90.0,48.0,0.84,258357
Luminous_48V_150Ah_1276,Luminous,Tubular,150.0,48.0,0.82,203752
Growatt_12V_240Ah_1277,Growatt,LiFePO4,240.0,12.0,0.83,181322
Multipower_24V_280Ah_1278,Multipower,LiFePO4,280.0,24.0,0.83,80839
CWorth_12V_290Ah_1279,CWorth,Tubular,290.0,12.0,0.85,147822
Techfine_12V_70Ah_1280,Techfine,Tubular,70.0,12.0,0.85,377435
Techfine_24V_160Ah_1281,Techfine,Tubular,160.0,24.0,0.82,228753
BSL_12V_20Ah_1282,BSL,AGM,20.0,12.0,0.83,290763
Pylontech_24V_260Ah_1283,Pylontech,LiFePO4,260.0,24.0,0.83,549095
Techfine_24V_300Ah_1284,Techfine,LiFePO4,300.0,24.0,0.82,241674
Exulted_24V_270Ah_1285,Exulted,AGM,270.0,24.0,0.83,613160
Growatt_12V_100Ah_1286,Growatt,AGM,100.0,12.0,0.82,345311
Growatt_48V_40Ah_1287,Growatt,AGM,40.0,48.0,0.84,339203
Blue Carbon_24V_290Ah_1288,Blue Carbon,Gel,290.0,24.0,0.84,51627
Blue Carbon_24V_100Ah_1289,Blue Carbon,Gel,100.0,24.0,0.83,56735
CWorth_12V_120Ah_1290,CWorth,LiFePO4,120.0,12.0,0.85,134640
Growatt_12V_260Ah_1291,Growatt,AGM,260.0,12.0,0.83,227513
Growatt_24V_80Ah_1292,Growatt,LiFePO4,80.0,24.0,0.85,334031
CWorth_24V_40Ah_1293,CWorth,Gel,40.0,24.0,0.83,102563
CWorth_12V_30Ah_1294,CWorth,Gel,30.0,12.0,0.84,101448
Exulted_12V_80Ah_1295,Exulted,Tubular,80.0,12.0,0.82,800368
CWorth_12V_60Ah_1296,CWorth,AGM,60.0,12.0,0.84,133408
Techfine_12V_70Ah_1297,Techfine,Gel,70.0,12.0,0.82,307269
CWorth_12V_260Ah_1298,CWorth,AGM,260.0,12.0,0.82,108606
Felicity_12V_180Ah_1299,Felicity,AGM,180.0,12.0,0.84,68455
Techfine_24V_80Ah_1300,Techfine,Tubular,80.0,24.0,0.84,306076
Amaron Quanta_24V_60Ah_1301,Amaron Quanta,Gel,60.0,24.0,0.84,421772
Multipower_12V_270Ah_1302,Multipower,Gel,270.0,12.0,0.84,90730
CWorth_48V_130Ah_1303,CWorth,LiFePO4,130.0,48.0,0.84,139749
Techfine_48V_260Ah_1304,Techfine,AGM,260.0,48.0,0.83,300524
Growatt_24V_100Ah_1305,Growatt,AGM,100.0,24.0,0.83,305663
Growatt_48V_270Ah_1306,Growatt,AGM,270.0,48.0,0.85,243056
BSL_24V_200Ah_1307,BSL,AGM,200.0,24.0,0.82,331899
Felicity_12V_220Ah_1308,Felicity,LiFePO4,220.0,12.0,0.83,63830
BYD_48V_250Ah_1309,BYD,LiFePO4,250.0,48.0,0.83,505224
Luminous_48V_50Ah_1310,Luminous,Gel,50.0,48.0,0.84,227947
BSL_12V_200Ah_1311,BSL,AGM,200.0,12.0,0.82,168365
BYD_24V_40Ah_1312,BYD,LiFePO4,40.0,24.0,0.85,748050
Growatt_24V_300Ah_1313,Growatt,Tubular,300.0,24.0,0.84,352906
Techfine_12V_50Ah_1314,Techfine,LiFePO4,50.0,12.0,0.83,303031
CWorth_24V_300Ah_1315,CWorth,Tubular,300.0,24.0,0.82,85877
Felicity_24V_210Ah_1316,Felicity,LiFePO4,210.0,24.0,0.83,132121
Techfine_24V_290Ah_1317,Techfine,LiFePO4,290.0,24.0,0.85,271857
Exulted_24V_40Ah_1318,Exulted,LiFePO4,40.0,24.0,0.84,481313
Multipower_48V_50Ah_1319,Multipower,Gel,50.0,48.0,0.84,142253
Techfine_12V_90Ah_1320,Techfine,Tubular,90.0,12.0,0.82,202139
Pylontech_48V_160Ah_1321,Pylontech,Gel,160.0,48.0,0.84,473979
Techfine_12V_170Ah_1322,Techfine,Tubular,170.0,12.0,0.83,154376
Genus_12V_50Ah_1323,Genus,AGM,50.0,12.0,0.83,528571
Techfine_12V_170Ah_1324,Techfine,Tubular,170.0,12.0,0.83,352564
Felicity_12V_240Ah_1325,Felicity,Tubular,240.0,12.0,0.82,86940
Luminous_24V_40Ah_1326,Luminous,Tubular,40.0,24.0,0.84,265281
Multipower_24V_290Ah_1327,Multipower,Tubular,290.0,24.0,0.83,67825
Pylontech_48V_100Ah_1328,Pylontech,Gel,100.0,48.0,0.85,805702
Multipower_48V_220Ah_1329,Multipower,LiFePO4,220.0,48.0,0.84,78501
Felicity_48V_30Ah_1330,Felicity,Tubular,30.0,48.0,0.84,143789
Growatt_48V_240Ah_1331,Growatt,AGM,240.0,48.0,0.84,316810
Exulted_24V_230Ah_1332,Exulted,Tubular,230.0,24.0,0.83,788631
Felicity_48V_260Ah_1333,Felicity,AGM,260.0,48.0,0.83,115990
Blue Carbon_24V_270Ah_1334,Blue Carbon,Gel,270.0,24.0,0.85,87163
Amaron Quanta_12V_170Ah_1335,Amaron Quanta,Gel,170.0,12.0,0.84,726303
CWorth_24V_80Ah_1336,CWorth,Tubular,80.0,24.0,0.84,117576
BSL_48V_230Ah_1337,BSL,Gel,230.0,48.0,0.82,319661
Exulted_24V_170Ah_1338,Exulted,LiFePO4,170.0,24.0,0.85,765761
Growatt_12V_50Ah_1339,Growatt,Tubular,50.0,12.0,0.85,377514
Blue Carbon_12V_210Ah_1340,Blue Carbon,AGM,210.0,12.0,0.83,144734
BSL_48V_230Ah_1341,BSL,LiFePO4,230.0,48.0,0.83,357520
Felicity_12V_140Ah_1342,Felicity,LiFePO4,140.0,12.0,0.82,100098
Felicity_12V_290Ah_1343,Felicity,Tubular,290.0,12.0,0.84,103873
Luminous_12V_40Ah_1344,Luminous,AGM,40.0,12.0,0.84,389849
Multipower_12V_220Ah_1345,Multipower,Tubular,220.0,12.0,0.83,137708
Multipower_24V_190Ah_1346,Multipower,LiFePO4,190.0,24.0,0.84,133668
Techfine_24V_180Ah_1347,Techfine,AGM,180.0,24.0,0.84,214815
Luminous_12V_20Ah_1348,Luminous,Gel,20.0,12.0,0.84,297675
Luminous_48V_200Ah_1349,Luminous,Tubular,200.0,48.0,0.83,354704
Techfine_12V_290Ah_1350,Techfine,AGM,290.0,12.0,0.83,328932
Felicity_48V_100Ah_1351,Felicity,AGM,100.0,48.0,0.84,114431
Techfine_24V_300Ah_1352,Techfine,Gel,300.0,24.0,0.83,276591
BYD_48V_180Ah_1353,BYD,AGM,180.0,48.0,0.82,462230
Multipower_24V_280Ah_1354,Multipower,Tubular,280.0,24.0,0.83,128405
BYD_24V_270Ah_1355,BYD,Tubular,270.0,24.0,0.84,618726
Luminous_24V_130Ah_1356,Luminous,LiFePO4,130.0,24.0,0.83,229468
Luminous_12V_60Ah_1357,Luminous,Gel,60.0,12.0,0.82,265689
Techfine_12V_200Ah_1358,Techfine,AGM,200.0,12.0,0.83,231578
Techfine_12V_200Ah_1359,Techfine,LiFePO4,200.0,12.0,0.84,342745
Techfine_48V_120Ah_1360,Techfine,Gel,120.0,48.0,0.84,216555
BSL_24V_270Ah_1361,BSL,LiFePO4,270.0,24.0,0.84,150651
CWorth_48V_280Ah_1362,CWorth,AGM,280.0,48.0,0.83,64921
Exulted_12V_220Ah_1363,Exulted,LiFePO4,220.0,12.0,0.82,488091
CWorth_12V_290Ah_1364,CWorth,Gel,290.0,12.0,0.85,85783
Exulted_48V_80Ah_1365,Exulted,Tubular,80.0,48.0,0.84,649366
Blue Carbon_48V_230Ah_1366,Blue Carbon,Tubular,230.0,48.0,0.85,72481
Blue Carbon_48V_150Ah_1367,Blue Carbon,AGM,150.0,48.0,0.83,127917
Pylontech_48V_110Ah_1368,Pylontech,AGM,110.0,48.0,0.85,811638
Multipower_48V_30Ah_1369,Multipower,AGM,30.0,48.0,0.84,124571
CWorth_48V_290Ah_1370,CWorth,Tubular,290.0,48.0,0.85,127716
Blue Carbon_12V_50Ah_1371,Blue Carbon,AGM,50.0,12.0,0.85,68944
Blue Carbon_12V_130Ah_1372,Blue Carbon,Tubular,130.0,12.0,0.85,145964
BSL_12V_250Ah_1373,BSL,AGM,250.0,12.0,0.83,319599
Techfine_12V_110Ah_1374,Techfine,LiFePO4,110.0,12.0,0.83,266021
CWorth_12V_40Ah_1375,CWorth,AGM,40.0,12.0,0.83,123382
Growatt_48V_30Ah_1376,Growatt,AGM,30.0,48.0,0.84,177227
Amaron Quanta_12V_100Ah_1377,Amaron Quanta,Gel,100.0,12.0,0.84,500296
Growatt_48V_280Ah_1378,Growatt,AGM,280.0,48.0,0.83,227184
Blue Carbon_48V_170Ah_1379,Blue Carbon,Gel,170.0,48.0,0.83,56826
Growatt_24V_130Ah_1380,Growatt,Gel,130.0,24.0,0.83,240530
Growatt_12V_40Ah_1381,Growatt,AGM,40.0,12.0,0.83,368646
Blue Carbon_48V_290Ah_1382,Blue Carbon,AGM,290.0,48.0,0.83,136574
Multipower_24V_140Ah_1383,Multipower,LiFePO4,140.0,24.0,0.82,125165
Growatt_48V_230Ah_1384,Growatt,AGM,230.0,48.0,0.84,224196
Amaron Quanta_48V_300Ah_1385,Amaron Quanta,LiFePO4,300.0,48.0,0.83,615852
Genus_24V_40Ah_1386,Genus,AGM,40.0,24.0,0.83,703384
Techfine_48V_60Ah_1387,Techfine,Gel,60.0,48.0,0.84,185457
Growatt_48V_130Ah_1388,Growatt,Tubular,130.0,48.0,0.84,372485
CWorth_48V_110Ah_1389,CWorth,AGM,110.0,48.0,0.84,130973
Amaron Quanta_24V_130Ah_1390,Amaron Quanta,LiFePO4,130.0,24.0,0.84,515953
Luminous_24V_130Ah_1391,Luminous,Tubular,130.0,24.0,0.82,158681
BSL_12V_90Ah_1392,BSL,LiFePO4,90.0,12.0,0.83,373912
Pylontech_12V_200Ah_1393,Pylontech,AGM,200.0,12.0,0.84,537072
Genus_48V_300Ah_1394,Genus,AGM,300.0,48.0,0.82,579701
Blue Carbon_24V_90Ah_1395,Blue Carbon,AGM,90.0,24.0,0.84,125576
Techfine_48V_220Ah_1396,Techfine,AGM,220.0,48.0,0.82,288388
Luminous_12V_200Ah_1397,Luminous,Tubular,200.0,12.0,0.82,207121
BSL_12V_230Ah_1398,BSL,LiFePO4,230.0,12.0,0.83,287730
Felicity_12V_260Ah_1399,Felicity,Gel,260.0,12.0,0.85,84507
Exulted_12V_170Ah_1400,Exulted,Gel,170.0,12.0,0.82,655509
BSL_48V_210Ah_1401,BSL,AGM,210.0,48.0,0.84,368422
Multipower_24V_220Ah_1402,Multipower,AGM,220.0,24.0,0.83,83486
BSL_24V_100Ah_1403,BSL,LiFePO4,100.0,24.0,0.83,315604
Luminous_12V_190Ah_1404,Luminous,Tubular,190.0,12.0,0.84,320349
Techfine_48V_40Ah_1405,Techfine,Gel,40.0,48.0,0.82,273311
BYD_24V_240Ah_1406,BYD,LiFePO4,240.0,24.0,0.84,619319
Multipower_48V_120Ah_1407,Multipower,Tubular,120.0,48.0,0.82,59427
BSL_24V_170Ah_1408,BSL,LiFePO4,170.0,24.0,0.84,227687
BYD_12V_270Ah_1409,BYD,Gel,270.0,12.0,0.83,679219
Growatt_24V_300Ah_1410,Growatt,AGM,300.0,24.0,0.84,304699
Luminous_12V_150Ah_1411,Luminous,LiFePO4,150.0,12.0,0.85,304583
Multipower_24V_60Ah_1412,Multipower,AGM,60.0,24.0,0.85,124479
Felicity_24V_30Ah_1413,Felicity,Tubular,30.0,24.0,0.84,142382
Blue Carbon_48V_200Ah_1414,Blue Carbon,Gel,200.0,48.0,0.83,112191
Amaron Quanta_24V_240Ah_1415,Amaron Quanta,AGM,240.0,24.0,0.83,550465
Genus_12V_240Ah_1416,Genus,Tubular,240.0,12.0,0.84,457304
BYD_24V_230Ah_1417,BYD,LiFePO4,230.0,24.0,0.84,629145
BSL_24V_40Ah_1418,BSL,Tubular,40.0,24.0,0.84,163495
Felicity_12V_190Ah_1419,Felicity,Tubular,190.0,12.0,0.85,56118
Multipower_48V_160Ah_1420,Multipower,Gel,160.0,48.0,0.84,118771
Blue Carbon_48V_220Ah_1421,Blue Carbon,LiFePO4,220.0,48.0,0.83,76858
Felicity_12V_270Ah_1422,Felicity,Tubular,270.0,12.0,0.82,73315
Blue Carbon_12V_150Ah_1423,Blue Carbon,LiFePO4,150.0,12.0,0.83,75949
Luminous_48V_90Ah_1424,Luminous,Tubular,90.0,48.0,0.83,192378
Growatt_12V_260Ah_1425,Growatt,LiFePO4,260.0,12.0,0.83,313904
Felicity_12V_130Ah_1426,Felicity,LiFePO4,130.0,12.0,0.83,63229
Genus_48V_110Ah_1427,Genus,Gel,110.0,48.0,0.82,471157
Exulted_12V_150Ah_1428,Exulted,Gel,150.0,12.0,0.82,530076
BSL_12V_270Ah_1429,BSL,Gel,270.0,12.0,0.83,302475
Felicity_24V_260Ah_1430,Felicity,LiFePO4,260.0,24.0,0.84,58511
Blue Carbon_48V_170Ah_1431,Blue Carbon,Gel,170.0,48.0,0.83,50600
Multipower_24V_220Ah_1432,Multipower,AGM,220.0,24.0,0.84,70797
Multipower_12V_260Ah_1433,Multipower,AGM,260.0,12.0,0.84,55917
Luminous_24V_40Ah_1434,Luminous,LiFePO4,40.0,24.0,0.82,216775
Luminous_48V_80Ah_1435,Luminous,LiFePO4,80.0,48.0,0.82,300991
BSL_24V_130Ah_1436,BSL,AGM,130.0,24.0,0.85,250807
Exulted_12V_150Ah_1437,Exulted,Tubular,150.0,12.0,0.82,438307
Multipower_48V_140Ah_1438,Multipower,Gel,140.0,48.0,0.82,136400
Multipower_24V_200Ah_1439,Multipower,Tubular,200.0,24.0,0.85,77856
Blue Carbon_12V_230Ah_1440,Blue Carbon,Gel,230.0,12.0,0.83,107311
BSL_12V_90Ah_1441,BSL,LiFePO4,90.0,12.0,0.82,231437
Felicity_48V_240Ah_1442,Felicity,LiFePO4,240.0,48.0,0.85,117377
BSL_24V_100Ah_1443,BSL,LiFePO4,100.0,24.0,0.85,330584
BSL_48V_70Ah_1444,BSL,LiFePO4,70.0,48.0,0.84,214575
Felicity_24V_150Ah_1445,Felicity,AGM,150.0,24.0,0.83,147016
Multipower_12V_140Ah_1446,Multipower,Tubular,140.0,12.0,0.84,62528
Multipower_12V_210Ah_1447,Multipower,AGM,210.0,12.0,0.84,67038
CWorth_12V_110Ah_1448,CWorth,Tubular,110.0,12.0,0.84,113350
Luminous_12V_270Ah_1449,Luminous,Gel,270.0,12.0,0.84,399183
Pylontech_48V_290Ah_1450,Pylontech,Tubular,290.0,48.0,0.85,791227
Pylontech_24V_60Ah_1451,Pylontech,LiFePO4,60.0,24.0,0.85,788463
Techfine_48V_160Ah_1452,Techfine,AGM,160.0,48.0,0.84,359779
Growatt_12V_150Ah_1453,Growatt,Gel,150.0,12.0,0.84,187545
Growatt_24V_70Ah_1454,Growatt,AGM,70.0,24.0,0.83,162957
Amaron Quanta_24V_240Ah_1455,Amaron Quanta,Tubular,240.0,24.0,0.83,651106
BSL_12V_60Ah_1456,BSL,Gel,60.0,12.0,0.85,190638
Techfine_48V_80Ah_1457,Techfine,Gel,80.0,48.0,0.83,300399
Growatt_48V_80Ah_1458,Growatt,Gel,80.0,48.0,0.84,329474
Blue Carbon_48V_40Ah_1459,Blue Carbon,LiFePO4,40.0,48.0,0.85,87787
BSL_24V_250Ah_1460,BSL,Tubular,250.0,24.0,0.83,197459
Amaron Quanta_24V_200Ah_1461,Amaron Quanta,AGM,200.0,24.0,0.83,416588
Techfine_12V_200Ah_1462,Techfine,AGM,200.0,12.0,0.84,353665
Techfine_48V_40Ah_1463,Techfine,Gel,40.0,48.0,0.82,241153
Blue Carbon_48V_170Ah_1464,Blue Carbon,LiFePO4,170.0,48.0,0.84,72340
Multipower_48V_80Ah_1465,Multipower,Tubular,80.0,48.0,0.85,105213
Felicity_48V_180Ah_1466,Felicity,AGM,180.0,48.0,0.84,50082
Growatt_12V_140Ah_1467,Growatt,AGM,140.0,12.0,0.82,341117
Techfine_24V_80Ah_1468,Techfine,LiFePO4,80.0,24.0,0.82,316255
Amaron Quanta_48V_290Ah_1469,Amaron Quanta,LiFePO4,290.0,48.0,0.85,779375
Pylontech_48V_130Ah_1470,Pylontech,AGM,130.0,48.0,0.84,881354
Growatt_12V_300Ah_1471,Growatt,AGM,300.0,12.0,0.83,239817
BYD_12V_90Ah_1472,BYD,LiFePO4,90.0,12.0,0.85,458615
Felicity_48V_90Ah_1473,Felicity,Gel,90.0,48.0,0.84,51750
BSL_48V_160Ah_1474,BSL,LiFePO4,160.0,48.0,0.83,191987
Multipower_12V_140Ah_1475,Multipower,LiFePO4,140.0,12.0,0.83,112989
Blue Carbon_12V_290Ah_1476,Blue Carbon,Gel,290.0,12.0,0.83,78027
Growatt_24V_90Ah_1477,Growatt,Tubular,90.0,24.0,0.83,214471
CWorth_12V_150Ah_1478,CWorth,AGM,150.0,12.0,0.84,89901
BYD_12V_190Ah_1479,BYD,Gel,190.0,12.0,0.85,414162
Multipower_24V_290Ah_1480,Multipower,LiFePO4,290.0,24.0,0.84,129631
Pylontech_24V_250Ah_1481,Pylontech,LiFePO4,250.0,24.0,0.83,732646
Luminous_48V_270Ah_1482,Luminous,Tubular,270.0,48.0,0.84,385893
Pylontech_24V_110Ah_1483,Pylontech,LiFePO4,110.0,24.0,0.85,586236
Techfine_12V_20Ah_1484,Techfine,Tubular,20.0,12.0,0.85,174703
Blue Carbon_12V_20Ah_1485,Blue Carbon,AGM,20.0,12.0,0.82,109150
Felicity_48V_90Ah_1486,Felicity,LiFePO4,90.0,48.0,0.84,138469
BSL_48V_210Ah_1487,BSL,Tubular,210.0,48.0,0.84,241973
Multipower_24V_90Ah_1488,Multipower,Gel,90.0,24.0,0.84,58927
Luminous_24V_130Ah_1489,Luminous,AGM,130.0,24.0,0.85,382395
Multipower_24V_80Ah_1490,Multipower,Tubular,80.0,24.0,0.82,90741
Felicity_24V_200Ah_1491,Felicity,LiFePO4,200.0,24.0,0.85,54004
Multipower_48V_190Ah_1492,Multipower,AGM,190.0,48.0,0.83,98719
CWorth_24V_210Ah_1493,CWorth,LiFePO4,210.0,24.0,0.84,109751
Growatt_48V_60Ah_1494,Growatt,LiFePO4,60.0,48.0,0.82,384171
Pylontech_48V_170Ah_1495,Pylontech,Gel,170.0,48.0,0.83,685583
Techfine_12V_290Ah_1496,Techfine,Gel,290.0,12.0,0.83,167811
Blue Carbon_24V_140Ah_1497,Blue Carbon,LiFePO4,140.0,24.0,0.82,83650
Luminous_48V_290Ah_1498,Luminous,AGM,290.0,48.0,0.84,256107
Pylontech_48V_30Ah_1499,Pylontech,Tubular,30.0,48.0,0.83,774090
Felicity_48V_40Ah_1500,Felicity,Tubular,40.0,48.0,0.82,146941
BYD_48V_90Ah_1501,BYD,Tubular,90.0,48.0,0.84,580878
Amaron Quanta_48V_240Ah_1502,Amaron Quanta,Gel,240.0,48.0,0.84,891528
CWorth_12V_230Ah_1503,CWorth,LiFePO4,230.0,12.0,0.85,142067
Blue Carbon_24V_110Ah_1504,Blue Carbon,Tubular,110.0,24.0,0.84,98661
BYD_12V_230Ah_1505,BYD,Tubular,230.0,12.0,0.83,505594
BYD_48V_70Ah_1506,BYD,Tubular,70.0,48.0,0.83,516306
Amaron Quanta_24V_110Ah_1507,Amaron Quanta,Gel,110.0,24.0,0.82,647580
Exulted_48V_260Ah_1508,Exulted,LiFePO4,260.0,48.0,0.84,608208
Felicity_48V_190Ah_1509,Felicity,Gel,190.0,48.0,0.84,71240
Growatt_24V_80Ah_1510,Growatt,Gel,80.0,24.0,0.83,262174
Genus_48V_290Ah_1511,Genus,Gel,290.0,48.0,0.83,766758
Luminous_48V_220Ah_1512,Luminous,Tubular,220.0,48.0,0.82,344182
CWorth_48V_240Ah_1513,CWorth,AGM,240.0,48.0,0.82,89992
Luminous_48V_290Ah_1514,Luminous,LiFePO4,290.0,48.0,0.84,181265
