inverter_id,brand,rated_power_w,voltage_input,voltage_output,mode,derating_factor,price_NGN
Protonix Fortuner_19450W_1087,Protonix Fortuner,19450.0,240.0,220.0,Hybrid,0.91,1439874
PRAG_15300W_1088,PRAG,15300.0,48.0,220.0,Grid-Tie,0.87,636809
Techfine_9000W_1089,Techfine,9000.0,12.0,220.0,Grid-Tie,0.91,717905
Blue Gate_16350W_1090,Blue Gate,16350.0,96.0,220.0,Off-Grid,0.91,877848
Kartel Solar_4450W_1091,Kartel Solar,4450.0,240.0,220.0,Multifunction,0.89,218895
Techfine_9050W_1092,Techfine,9050.0,240.0,220.0,Multifunction,0.91,784272
Huawei_950W_1093,Huawei,950.0,24.0,220.0,Hybrid,0.88,139630
Techfine_16700W_1094,Techfine,16700.0,96.0,220.0,Multifunction,0.91,1500680
PRAG_11750W_1095,PRAG,11750.0,24.0,220.0,Off-Grid,0.87,677488
Techfine_16600W_1096,Techfine,16600.0,12.0,220.0,Hybrid,0.88,1005798
Protonix Fortuner_19050W_1097,Protonix Fortuner,19050.0,48.0,220.0,Hybrid,0.9,1625006
Felicity Solar_7300W_1098,Felicity Solar,7300.0,24.0,220.0,Multifunction,0.92,230979
Sungrow_2700W_1099,Sungrow,2700.0,48.0,220.0,Off-Grid,0.9,208873
Protonix Fortuner_17650W_1100,Protonix Fortuner,17650.0,240.0,220.0,Grid-Tie,0.89,1101239
PRAG_6250W_1101,PRAG,6250.0,24.0,220.0,Battery-Based,0.87,239166
Victron Energy_7400W_1102,Victron Energy,7400.0,12.0,220.0,Multifunction,0.91,871946
Fronius_7100W_1103,Fronius,7100.0,24.0,220.0,Battery-Based,0.91,979377
Sungrow_15250W_1104,Sungrow,15250.0,48.0,220.0,Battery-Based,0.89,1146130
Kartel Solar_5800W_1105,Kartel Solar,5800.0,240.0,220.0,Grid-Tie,0.91,275908
Victron Energy_17400W_1106,Victron Energy,17400.0,240.0,220.0,Multifunction,0.88,2148025
Techfine_8150W_1107,Techfine,8150.0,240.0,220.0,Off-Grid,0.87,636710
Protonix Fortuner_13300W_1108,Protonix Fortuner,13300.0,240.0,220.0,Multifunction,0.87,926096
Blue Gate_8300W_1109,Blue Gate,8300.0,240.0,220.0,Hybrid,0.87,294726
Sungrow_16250W_1110,Sungrow,16250.0,24.0,220.0,Grid-Tie,0.9,1261596
Sungrow_11200W_1111,Sungrow,11200.0,12.0,220.0,Multifunction,0.9,1074452
Huawei_6500W_1112,Huawei,6500.0,96.0,220.0,Hybrid,0.92,718718
Victron Energy_16550W_1113,Victron Energy,16550.0,48.0,220.0,Multifunction,0.92,2296409
Felicity Solar_13050W_1114,Felicity Solar,13050.0,24.0,220.0,Multifunction,0.89,457609
Blue Gate_12100W_1115,Blue Gate,12100.0,240.0,220.0,Battery-Based,0.88,598578
Protonix Fortuner_1900W_1116,Protonix Fortuner,1900.0,12.0,220.0,Hybrid,0.88,180758
Growatt_10350W_1117,Growatt,10350.0,240.0,220.0,Battery-Based,0.9,764077
Kartel Solar_18450W_1118,Kartel Solar,18450.0,48.0,220.0,Multifunction,0.89,585146
Kartel Solar_15600W_1119,Kartel Solar,15600.0,48.0,220.0,Hybrid,0.9,924099
Protonix Fortuner_4550W_1120,Protonix Fortuner,4550.0,12.0,220.0,Grid-Tie,0.88,401107
Techfine_3050W_1121,Techfine,3050.0,24.0,220.0,Off-Grid,0.88,286972
Protonix Fortuner_7000W_1122,Protonix Fortuner,7000.0,12.0,220.0,Grid-Tie,0.91,509066
Techfine_10500W_1123,Techfine,10500.0,24.0,220.0,Multifunction,0.9,1035443
Kartel Solar_11300W_1124,Kartel Solar,11300.0,240.0,220.0,Battery-Based,0.88,472812
Techfine_10750W_1125,Techfine,10750.0,48.0,220.0,Battery-Based,0.91,944446
Felicity Solar_3050W_1126,Felicity Solar,3050.0,24.0,220.0,Battery-Based,0.92,105371
Sungrow_6700W_1127,Sungrow,6700.0,12.0,220.0,Battery-Based,0.92,510542
Victron Energy_1650W_1128,Victron Energy,1650.0,24.0,220.0,Off-Grid,0.9,226836
Protonix Fortuner_8550W_1129,Protonix Fortuner,8550.0,96.0,220.0,Hybrid,0.91,557219
Sungrow_17300W_1130,Sungrow,17300.0,24.0,220.0,Multifunction,0.89,1181678
Sungrow_4500W_1131,Sungrow,4500.0,48.0,220.0,Battery-Based,0.89,328978
Fronius_4600W_1132,Fronius,4600.0,24.0,220.0,Grid-Tie,0.9,674631
Blue Gate_11400W_1133,Blue Gate,11400.0,240.0,220.0,Grid-Tie,0.92,611754
Felicity Solar_16400W_1134,Felicity Solar,16400.0,96.0,220.0,Off-Grid,0.9,838156
Blue Gate_8800W_1135,Blue Gate,8800.0,48.0,220.0,Hybrid,0.91,306871
PRAG_7850W_1136,PRAG,7850.0,48.0,220.0,Grid-Tie,0.91,437537
SMA_18450W_1137,SMA,18450.0,96.0,220.0,Hybrid,0.9,2678362
Kartel Solar_15700W_1138,Kartel Solar,15700.0,12.0,220.0,Multifunction,0.9,658399
Protonix Fortuner_8250W_1139,Protonix Fortuner,8250.0,240.0,220.0,Multifunction,0.9,653918
Sungrow_17200W_1140,Sungrow,17200.0,48.0,220.0,Multifunction,0.91,1603754
Huawei_17050W_1141,Huawei,17050.0,240.0,220.0,Grid-Tie,0.88,2387509
Sungrow_10950W_1142,Sungrow,10950.0,96.0,220.0,Battery-Based,0.88,916524
Felicity Solar_1100W_1143,Felicity Solar,1100.0,48.0,220.0,Off-Grid,0.88,38319
Sungrow_15150W_1144,Sungrow,15150.0,12.0,220.0,Off-Grid,0.88,1339255
Kartel Solar_19550W_1145,Kartel Solar,19550.0,96.0,220.0,Grid-Tie,0.88,860261
Huawei_7500W_1146,Huawei,7500.0,24.0,220.0,Hybrid,0.87,949419
Victron Energy_18000W_1147,Victron Energy,18000.0,48.0,220.0,Multifunction,0.89,1991486
Blue Gate_17350W_1148,Blue Gate,17350.0,24.0,220.0,Battery-Based,0.88,616575
Growatt_4200W_1149,Growatt,4200.0,48.0,220.0,Hybrid,0.92,265973
Sungrow_17900W_1150,Sungrow,17900.0,24.0,220.0,Off-Grid,0.9,1184682
Felicity Solar_5800W_1151,Felicity Solar,5800.0,96.0,220.0,Battery-Based,0.91,310699
PRAG_18850W_1152,PRAG,18850.0,96.0,220.0,Hybrid,0.88,904218
Huawei_19950W_1153,Huawei,19950.0,48.0,220.0,Grid-Tie,0.87,2558783
PRAG_5100W_1154,PRAG,5100.0,24.0,220.0,Multifunction,0.88,193895
Felicity Solar_850W_1155,Felicity Solar,850.0,24.0,220.0,Grid-Tie,0.91,50269
Kartel Solar_9950W_1156,Kartel Solar,9950.0,96.0,220.0,Grid-Tie,0.91,413430
Huawei_11300W_1157,Huawei,11300.0,48.0,220.0,Off-Grid,0.9,1235635
Techfine_9300W_1158,Techfine,9300.0,240.0,220.0,Multifunction,0.91,574765
Growatt_16250W_1159,Growatt,16250.0,240.0,220.0,Grid-Tie,0.92,1300486
Techfine_750W_1160,Techfine,750.0,240.0,220.0,Grid-Tie,0.88,67840
Huawei_8450W_1161,Huawei,8450.0,12.0,220.0,Battery-Based,0.89,988769
Fronius_12550W_1162,Fronius,12550.0,24.0,220.0,Hybrid,0.88,1547483
Victron Energy_3950W_1163,Victron Energy,3950.0,96.0,220.0,Grid-Tie,0.88,500818
Victron Energy_5600W_1164,Victron Energy,5600.0,24.0,220.0,Grid-Tie,0.87,761000
PRAG_4500W_1165,PRAG,4500.0,96.0,220.0,Grid-Tie,0.89,269571
Sungrow_14650W_1166,Sungrow,14650.0,48.0,220.0,Multifunction,0.92,904176
Blue Gate_1800W_1167,Blue Gate,1800.0,48.0,220.0,Off-Grid,0.91,75631
Growatt_13050W_1168,Growatt,13050.0,240.0,220.0,Off-Grid,0.9,1131761
Felicity Solar_12700W_1169,Felicity Solar,12700.0,24.0,220.0,Multifunction,0.89,527166
Fronius_11000W_1170,Fronius,11000.0,240.0,220.0,Multifunction,0.92,1557652
Techfine_17750W_1171,Techfine,17750.0,24.0,220.0,Multifunction,0.87,1719070
PRAG_19250W_1172,PRAG,19250.0,24.0,220.0,Battery-Based,0.89,1085799
Fronius_5850W_1173,Fronius,5850.0,12.0,220.0,Battery-Based,0.9,834413
Growatt_1150W_1174,Growatt,1150.0,24.0,220.0,Grid-Tie,0.9,93975
Sungrow_7750W_1175,Sungrow,7750.0,48.0,220.0,Multifunction,0.9,581455
Huawei_17000W_1176,Huawei,17000.0,96.0,220.0,Multifunction,0.88,1764847
Protonix Fortuner_15950W_1177,Protonix Fortuner,15950.0,12.0,220.0,Battery-Based,0.91,1297604
Felicity Solar_9850W_1178,Felicity Solar,9850.0,240.0,220.0,Off-Grid,0.9,530980
Victron Energy_12400W_1179,Victron Energy,12400.0,48.0,220.0,Multifunction,0.88,1541038
Sungrow_10050W_1180,Sungrow,10050.0,240.0,220.0,Multifunction,0.9,739763
PRAG_9050W_1181,PRAG,9050.0,48.0,220.0,Multifunction,0.91,519305
Blue Gate_2300W_1182,Blue Gate,2300.0,240.0,220.0,Multifunction,0.88,93586
Felicity Solar_2700W_1183,Felicity Solar,2700.0,24.0,220.0,Off-Grid,0.91,107148
Sungrow_7950W_1184,Sungrow,7950.0,240.0,220.0,Battery-Based,0.88,627774
Felicity Solar_15750W_1185,Felicity Solar,15750.0,12.0,220.0,Grid-Tie,0.87,835143
Kartel Solar_1200W_1186,Kartel Solar,1200.0,48.0,220.0,Multifunction,0.92,65286
Fronius_5350W_1187,Fronius,5350.0,48.0,220.0,Off-Grid,0.9,690477
Fronius_17700W_1188,Fronius,17700.0,24.0,220.0,Multifunction,0.9,2311605
Kartel Solar_13800W_1189,Kartel Solar,13800.0,24.0,220.0,Battery-Based,0.87,551148
Blue Gate_19850W_1190,Blue Gate,19850.0,240.0,220.0,Battery-Based,0.92,1176918
PRAG_14250W_1191,PRAG,14250.0,96.0,220.0,Multifunction,0.89,752877
Sungrow_9350W_1192,Sungrow,9350.0,48.0,220.0,Multifunction,0.87,876423
Blue Gate_14450W_1193,Blue Gate,14450.0,48.0,220.0,Multifunction,0.87,697486
Felicity Solar_4000W_1194,Felicity Solar,4000.0,48.0,220.0,Hybrid,0.88,160622
Techfine_700W_1195,Techfine,700.0,24.0,220.0,Battery-Based,0.9,46380
Protonix Fortuner_1900W_1196,Protonix Fortuner,1900.0,24.0,220.0,Hybrid,0.87,125963
Huawei_5550W_1197,Huawei,5550.0,48.0,220.0,Battery-Based,0.91,660038
Protonix Fortuner_11600W_1198,Protonix Fortuner,11600.0,24.0,220.0,Multifunction,0.87,1109913
Felicity Solar_7300W_1199,Felicity Solar,7300.0,240.0,220.0,Grid-Tie,0.92,375711
Protonix Fortuner_1650W_1200,Protonix Fortuner,1650.0,24.0,220.0,Battery-Based,0.91,123909
Victron Energy_12000W_1201,Victron Energy,12000.0,24.0,220.0,Battery-Based,0.91,1402842
PRAG_4300W_1202,PRAG,4300.0,48.0,220.0,Grid-Tie,0.89,213264
PRAG_14300W_1203,PRAG,14300.0,240.0,220.0,Multifunction,0.89,651697
Growatt_13150W_1204,Growatt,13150.0,48.0,220.0,Multifunction,0.88,1251943
Blue Gate_19000W_1205,Blue Gate,19000.0,240.0,220.0,Grid-Tie,0.91,989011
Blue Gate_7000W_1206,Blue Gate,7000.0,96.0,220.0,Off-Grid,0.88,219939
Growatt_16900W_1207,Growatt,16900.0,12.0,220.0,Hybrid,0.88,1659624
Blue Gate_6500W_1208,Blue Gate,6500.0,240.0,220.0,Battery-Based,0.9,243322
Techfine_19550W_1209,Techfine,19550.0,24.0,220.0,Battery-Based,0.88,1844756
Fronius_13350W_1210,Fronius,13350.0,96.0,220.0,Multifunction,0.89,1422481
Techfine_9500W_1211,Techfine,9500.0,96.0,220.0,Multifunction,0.9,652433
Growatt_11150W_1212,Growatt,11150.0,12.0,220.0,Grid-Tie,0.92,740056
Sungrow_13650W_1213,Sungrow,13650.0,24.0,220.0,Off-Grid,0.88,1069647
Sungrow_13350W_1214,Sungrow,13350.0,24.0,220.0,Hybrid,0.88,1025491
Blue Gate_13850W_1215,Blue Gate,13850.0,24.0,220.0,Grid-Tie,0.9,623926
Growatt_3350W_1216,Growatt,3350.0,96.0,220.0,Grid-Tie,0.89,246364
Victron Energy_17700W_1217,Victron Energy,17700.0,12.0,220.0,Battery-Based,0.91,1770765
Blue Gate_15100W_1218,Blue Gate,15100.0,240.0,220.0,Battery-Based,0.91,873565
Protonix Fortuner_16650W_1219,Protonix Fortuner,16650.0,96.0,220.0,Hybrid,0.87,1462747
Fronius_17300W_1220,Fronius,17300.0,240.0,220.0,Off-Grid,0.92,2369909
Growatt_2100W_1221,Growatt,2100.0,24.0,220.0,Hybrid,0.87,146368
Blue Gate_11050W_1222,Blue Gate,11050.0,96.0,220.0,Grid-Tie,0.89,551263
Protonix Fortuner_14350W_1223,Protonix Fortuner,14350.0,96.0,220.0,Multifunction,0.9,1384480
Protonix Fortuner_7050W_1224,Protonix Fortuner,7050.0,240.0,220.0,Hybrid,0.9,564217
Blue Gate_15500W_1225,Blue Gate,15500.0,240.0,220.0,Battery-Based,0.91,667145
Felicity Solar_5250W_1226,Felicity Solar,5250.0,24.0,220.0,Hybrid,0.9,173969
Techfine_1500W_1227,Techfine,1500.0,240.0,220.0,Off-Grid,0.91,124421
Growatt_18350W_1228,Growatt,18350.0,24.0,220.0,Off-Grid,0.88,1175160
Blue Gate_15550W_1229,Blue Gate,15550.0,240.0,220.0,Off-Grid,0.92,646641
Blue Gate_12900W_1230,Blue Gate,12900.0,48.0,220.0,Off-Grid,0.91,731665
Blue Gate_900W_1231,Blue Gate,900.0,96.0,220.0,Hybrid,0.92,42720
Felicity Solar_9450W_1232,Felicity Solar,9450.0,96.0,220.0,Multifunction,0.88,438891
Techfine_11200W_1233,Techfine,11200.0,48.0,220.0,Grid-Tie,0.87,807774
Blue Gate_11650W_1234,Blue Gate,11650.0,96.0,220.0,Hybrid,0.92,362608
Blue Gate_19950W_1235,Blue Gate,19950.0,96.0,220.0,Hybrid,0.89,927964
Blue Gate_13000W_1236,Blue Gate,13000.0,12.0,220.0,Multifunction,0.88,414177
Blue Gate_18050W_1237,Blue Gate,18050.0,24.0,220.0,Off-Grid,0.88,633297
PRAG_4300W_1238,PRAG,4300.0,24.0,220.0,Grid-Tie,0.89,217030
Fronius_5550W_1239,Fronius,5550.0,240.0,220.0,Off-Grid,0.91,829587
SMA_2000W_1240,SMA,2000.0,96.0,220.0,Hybrid,0.91,236014
Growatt_11500W_1241,Growatt,11500.0,12.0,220.0,Hybrid,0.88,1140007
Protonix Fortuner_12200W_1242,Protonix Fortuner,12200.0,24.0,220.0,Grid-Tie,0.92,1098435
Felicity Solar_7200W_1243,Felicity Solar,7200.0,24.0,220.0,Hybrid,0.9,409927
Huawei_15550W_1244,Huawei,15550.0,240.0,220.0,Hybrid,0.89,1624737
PRAG_12250W_1245,PRAG,12250.0,24.0,220.0,Hybrid,0.89,430283
Techfine_14250W_1246,Techfine,14250.0,24.0,220.0,Grid-Tie,0.87,1080917
Blue Gate_12650W_1247,Blue Gate,12650.0,240.0,220.0,Off-Grid,0.89,588008
Techfine_18800W_1248,Techfine,18800.0,24.0,220.0,Hybrid,0.9,1342035
Growatt_5750W_1249,Growatt,5750.0,240.0,220.0,Hybrid,0.9,504988
PRAG_4600W_1250,PRAG,4600.0,12.0,220.0,Grid-Tie,0.9,257689
Protonix Fortuner_12400W_1251,Protonix Fortuner,12400.0,96.0,220.0,Grid-Tie,0.87,795103
Huawei_8100W_1252,Huawei,8100.0,240.0,220.0,Multifunction,0.91,1102213
PRAG_17250W_1253,PRAG,17250.0,24.0,220.0,Grid-Tie,0.89,616017
Protonix Fortuner_14100W_1254,Protonix Fortuner,14100.0,96.0,220.0,Off-Grid,0.88,1086432
Growatt_6950W_1255,Growatt,6950.0,240.0,220.0,Battery-Based,0.87,666468
Kartel Solar_16800W_1256,Kartel Solar,16800.0,96.0,220.0,Multifunction,0.87,830757
Sungrow_10000W_1257,Sungrow,10000.0,240.0,220.0,Off-Grid,0.89,772139
Sungrow_8150W_1258,Sungrow,8150.0,24.0,220.0,Grid-Tie,0.9,658710
Felicity Solar_1950W_1259,Felicity Solar,1950.0,96.0,220.0,Hybrid,0.91,116768
Huawei_18350W_1260,Huawei,18350.0,240.0,220.0,Battery-Based,0.9,2614239
Techfine_5600W_1261,Techfine,5600.0,24.0,220.0,Battery-Based,0.9,488189
Blue Gate_14200W_1262,Blue Gate,14200.0,96.0,220.0,Battery-Based,0.9,812179
Felicity Solar_5500W_1263,Felicity Solar,5500.0,24.0,220.0,Battery-Based,0.87,251206
Blue Gate_1600W_1264,Blue Gate,1600.0,48.0,220.0,Multifunction,0.87,61610
Felicity Solar_14950W_1265,Felicity Solar,14950.0,12.0,220.0,Off-Grid,0.9,753362
Techfine_3250W_1266,Techfine,3250.0,240.0,220.0,Multifunction,0.88,279753
Sungrow_1400W_1267,Sungrow,1400.0,12.0,220.0,Battery-Based,0.92,101221
Blue Gate_6900W_1268,Blue Gate,6900.0,24.0,220.0,Battery-Based,0.9,293499
Victron Energy_7900W_1269,Victron Energy,7900.0,240.0,220.0,Hybrid,0.9,856308
Growatt_2200W_1270,Growatt,2200.0,240.0,220.0,Multifunction,0.91,187560
Protonix Fortuner_14100W_1271,Protonix Fortuner,14100.0,48.0,220.0,Off-Grid,0.92,1379062
Victron Energy_19150W_1272,Victron Energy,19150.0,12.0,220.0,Battery-Based,0.89,2081837
Growatt_1300W_1273,Growatt,1300.0,12.0,220.0,Hybrid,0.91,113154
Growatt_11950W_1274,Growatt,11950.0,12.0,220.0,Battery-Based,0.9,955547
Blue Gate_12350W_1275,Blue Gate,12350.0,96.0,220.0,Hybrid,0.9,419832
Protonix Fortuner_4650W_1276,Protonix Fortuner,4650.0,48.0,220.0,Multifunction,0.88,399011
PRAG_6700W_1277,PRAG,6700.0,96.0,220.0,Grid-Tie,0.87,365546
Blue Gate_7900W_1278,Blue Gate,7900.0,96.0,220.0,Multifunction,0.88,315183
Fronius_6800W_1279,Fronius,6800.0,240.0,220.0,Multifunction,0.88,822267
Sungrow_4400W_1280,Sungrow,4400.0,48.0,220.0,Battery-Based,0.88,296512
Sungrow_1500W_1281,Sungrow,1500.0,24.0,220.0,Hybrid,0.87,115899
SMA_2450W_1282,SMA,2450.0,240.0,220.0,Hybrid,0.9,332922
SMA_8800W_1283,SMA,8800.0,96.0,220.0,Off-Grid,0.87,1105268
Sungrow_4300W_1284,Sungrow,4300.0,48.0,220.0,Hybrid,0.89,296983
Protonix Fortuner_18950W_1285,Protonix Fortuner,18950.0,24.0,220.0,Multifunction,0.9,1779431
Fronius_5200W_1286,Fronius,5200.0,24.0,220.0,Grid-Tie,0.92,676670
Sungrow_7800W_1287,Sungrow,7800.0,12.0,220.0,Battery-Based,0.9,770465
Techfine_11500W_1288,Techfine,11500.0,12.0,220.0,Off-Grid,0.88,980277
Felicity Solar_8850W_1289,Felicity Solar,8850.0,48.0,220.0,Grid-Tie,0.9,290452
Huawei_5900W_1290,Huawei,5900.0,96.0,220.0,Grid-Tie,0.91,879934
Protonix Fortuner_7650W_1291,Protonix Fortuner,7650.0,48.0,220.0,Hybrid,0.92,743221
Sungrow_15100W_1292,Sungrow,15100.0,240.0,220.0,Off-Grid,0.89,1362118
PRAG_12100W_1293,PRAG,12100.0,48.0,220.0,Battery-Based,0.91,423835
SMA_12050W_1294,SMA,12050.0,12.0,220.0,Battery-Based,0.89,1219656
Growatt_18550W_1295,Growatt,18550.0,240.0,220.0,Battery-Based,0.92,1302976
SMA_3100W_1296,SMA,3100.0,96.0,220.0,Grid-Tie,0.88,452723
Blue Gate_17550W_1297,Blue Gate,17550.0,96.0,220.0,Hybrid,0.89,625679
Fronius_2150W_1298,Fronius,2150.0,96.0,220.0,Battery-Based,0.87,319250
Kartel Solar_3050W_1299,Kartel Solar,3050.0,240.0,220.0,Off-Grid,0.91,116539
Huawei_7250W_1300,Huawei,7250.0,24.0,220.0,Off-Grid,0.91,820672
Sungrow_12900W_1301,Sungrow,12900.0,96.0,220.0,Battery-Based,0.91,1133903
Kartel Solar_4700W_1302,Kartel Solar,4700.0,24.0,220.0,Grid-Tie,0.88,165309
Growatt_8200W_1303,Growatt,8200.0,24.0,220.0,Battery-Based,0.91,525271
Techfine_18700W_1304,Techfine,18700.0,96.0,220.0,Off-Grid,0.87,1719656
Kartel Solar_11400W_1305,Kartel Solar,11400.0,96.0,220.0,Multifunction,0.87,583939
Huawei_17400W_1306,Huawei,17400.0,48.0,220.0,Off-Grid,0.92,1907045
Huawei_18150W_1307,Huawei,18150.0,24.0,220.0,Off-Grid,0.92,2609877
Blue Gate_19600W_1308,Blue Gate,19600.0,48.0,220.0,Grid-Tie,0.89,732314
Victron Energy_850W_1309,Victron Energy,850.0,12.0,220.0,Multifunction,0.9,127321
SMA_11250W_1310,SMA,11250.0,24.0,220.0,Multifunction,0.89,1506756
Blue Gate_4850W_1311,Blue Gate,4850.0,96.0,220.0,Grid-Tie,0.89,188290
Huawei_9700W_1312,Huawei,9700.0,24.0,220.0,Hybrid,0.89,1091215
Felicity Solar_6250W_1313,Felicity Solar,6250.0,96.0,220.0,Multifunction,0.9,187875
Growatt_3200W_1314,Growatt,3200.0,24.0,220.0,Grid-Tie,0.91,271965
Huawei_8000W_1315,Huawei,8000.0,96.0,220.0,Grid-Tie,0.9,1099398
SMA_4750W_1316,SMA,4750.0,12.0,220.0,Grid-Tie,0.87,500093
PRAG_18900W_1317,PRAG,18900.0,48.0,220.0,Grid-Tie,0.92,611385
Felicity Solar_14000W_1318,Felicity Solar,14000.0,48.0,220.0,Multifunction,0.88,814049
Fronius_8600W_1319,Fronius,8600.0,96.0,220.0,Battery-Based,0.9,1022418
Kartel Solar_6450W_1320,Kartel Solar,6450.0,48.0,220.0,Grid-Tie,0.88,198392
Growatt_11750W_1321,Growatt,11750.0,96.0,220.0,Multifunction,0.88,1114967
Felicity Solar_5700W_1322,Felicity Solar,5700.0,12.0,220.0,Multifunction,0.9,315652
Protonix Fortuner_12500W_1323,Protonix Fortuner,12500.0,96.0,220.0,Grid-Tie,0.9,897123
Kartel Solar_14950W_1324,Kartel Solar,14950.0,12.0,220.0,Multifunction,0.9,735518
Blue Gate_11350W_1325,Blue Gate,11350.0,24.0,220.0,Off-Grid,0.9,466178
Techfine_12800W_1326,Techfine,12800.0,240.0,220.0,Grid-Tie,0.87,1224180
Felicity Solar_18950W_1327,Felicity Solar,18950.0,96.0,220.0,Hybrid,0.88,1037199
Victron Energy_12350W_1328,Victron Energy,12350.0,12.0,220.0,Off-Grid,0.87,1322644
SMA_7700W_1329,SMA,7700.0,48.0,220.0,Multifunction,0.87,944991
Techfine_16650W_1330,Techfine,16650.0,12.0,220.0,Battery-Based,0.91,1300016
SMA_3050W_1331,SMA,3050.0,24.0,220.0,Off-Grid,0.9,319348
Victron Energy_6900W_1332,Victron Energy,6900.0,48.0,220.0,Grid-Tie,0.89,961600
Felicity Solar_4750W_1333,Felicity Solar,4750.0,48.0,220.0,Hybrid,0.91,231322
Felicity Solar_5900W_1334,Felicity Solar,5900.0,96.0,220.0,Hybrid,0.89,190727
Blue Gate_19450W_1335,Blue Gate,19450.0,240.0,220.0,Off-Grid,0.91,993288
Kartel Solar_16400W_1336,Kartel Solar,16400.0,12.0,220.0,Off-Grid,0.87,524098
Sungrow_10250W_1337,Sungrow,10250.0,12.0,220.0,Off-Grid,0.89,816303
Kartel Solar_17850W_1338,Kartel Solar,17850.0,48.0,220.0,Hybrid,0.89,890846
PRAG_7350W_1339,PRAG,7350.0,48.0,220.0,Hybrid,0.89,230981
PRAG_6350W_1340,PRAG,6350.0,96.0,220.0,Off-Grid,0.89,352856
Techfine_9150W_1341,Techfine,9150.0,24.0,220.0,Multifunction,0.88,723974
Blue Gate_18800W_1342,Blue Gate,18800.0,240.0,220.0,Multifunction,0.9,1034974
Huawei_9900W_1343,Huawei,9900.0,24.0,220.0,Off-Grid,0.92,1070371
Blue Gate_2400W_1344,Blue Gate,2400.0,240.0,220.0,Grid-Tie,0.87,79637
Growatt_4900W_1345,Growatt,4900.0,48.0,220.0,Multifunction,0.88,328997
PRAG_6100W_1346,PRAG,6100.0,96.0,220.0,Hybrid,0.9,242752
Sungrow_4450W_1347,Sungrow,4450.0,24.0,220.0,Battery-Based,0.91,414027
Sungrow_12350W_1348,Sungrow,12350.0,240.0,220.0,Battery-Based,0.9,1039851
PRAG_15100W_1349,PRAG,15100.0,24.0,220.0,Off-Grid,0.9,596290
Felicity Solar_19450W_1350,Felicity Solar,19450.0,24.0,220.0,Grid-Tie,0.89,914843
Protonix Fortuner_15500W_1351,Protonix Fortuner,15500.0,12.0,220.0,Grid-Tie,0.9,1119347
Felicity Solar_1650W_1352,Felicity Solar,1650.0,240.0,220.0,Multifunction,0.9,78762
SMA_5900W_1353,SMA,5900.0,96.0,220.0,Battery-Based,0.91,846173
Blue Gate_11700W_1354,Blue Gate,11700.0,96.0,220.0,Grid-Tie,0.92,573367
Kartel Solar_16600W_1355,Kartel Solar,16600.0,12.0,220.0,Battery-Based,0.87,565781
Blue Gate_12400W_1356,Blue Gate,12400.0,12.0,220.0,Hybrid,0.88,644221
Kartel Solar_8450W_1357,Kartel Solar,8450.0,48.0,220.0,Hybrid,0.91,337191
Sungrow_2400W_1358,Sungrow,2400.0,24.0,220.0,Hybrid,0.88,155363
Fronius_12100W_1359,Fronius,12100.0,24.0,220.0,Battery-Based,0.89,1561158
PRAG_14850W_1360,PRAG,14850.0,240.0,220.0,Hybrid,0.89,499538
Growatt_6750W_1361,Growatt,6750.0,240.0,220.0,Multifunction,0.89,559391
PRAG_11000W_1362,PRAG,11000.0,48.0,220.0,Multifunction,0.88,443846
Techfine_12300W_1363,Techfine,12300.0,48.0,220.0,Hybrid,0.89,1182362
Victron Energy_7700W_1364,Victron Energy,7700.0,12.0,220.0,Multifunction,0.89,957780
PRAG_9300W_1365,PRAG,9300.0,96.0,220.0,Hybrid,0.88,437764
Fronius_19100W_1366,Fronius,19100.0,12.0,220.0,Hybrid,0.87,2421296
Techfine_3600W_1367,Techfine,3600.0,24.0,220.0,Grid-Tie,0.9,223936
Growatt_6350W_1368,Growatt,6350.0,12.0,220.0,Off-Grid,0.9,560153
Blue Gate_12050W_1369,Blue Gate,12050.0,48.0,220.0,Grid-Tie,0.89,398101
Growatt_10150W_1370,Growatt,10150.0,24.0,220.0,Multifunction,0.89,753886
Blue Gate_10800W_1371,Blue Gate,10800.0,240.0,220.0,Off-Grid,0.91,532155
Techfine_1950W_1372,Techfine,1950.0,240.0,220.0,Off-Grid,0.91,128854
PRAG_17400W_1373,PRAG,17400.0,240.0,220.0,Battery-Based,0.89,675462
Protonix Fortuner_7750W_1374,Protonix Fortuner,7750.0,240.0,220.0,Multifunction,0.89,563187
Felicity Solar_9250W_1375,Felicity Solar,9250.0,240.0,220.0,Hybrid,0.92,283851
Sungrow_12000W_1376,Sungrow,12000.0,48.0,220.0,Grid-Tie,0.92,937798
Blue Gate_7050W_1377,Blue Gate,7050.0,48.0,220.0,Battery-Based,0.88,378570
Felicity Solar_9150W_1378,Felicity Solar,9150.0,24.0,220.0,Multifunction,0.91,355022
Techfine_15450W_1379,Techfine,15450.0,48.0,220.0,Off-Grid,0.91,1069863
PRAG_6200W_1380,PRAG,6200.0,240.0,220.0,Multifunction,0.9,201423
Protonix Fortuner_6950W_1381,Protonix Fortuner,6950.0,240.0,220.0,Multifunction,0.9,481118
Blue Gate_18250W_1382,Blue Gate,18250.0,48.0,220.0,Battery-Based,0.91,840897
Victron Energy_15800W_1383,Victron Energy,15800.0,24.0,220.0,Off-Grid,0.87,1777353
