controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_NGN
Epever_PWM_12V_20A_1550,Epever,PWM,12.0,20.0,0.91,128604
Epever_MPPT_24V_90A_1551,Epever,MPPT,24.0,90.0,0.92,146022
Techfine_MPPT_150V_75A_1552,Techfine,MPPT,150.0,75.0,0.94,105795
Epever_MPPT_24V_50A_1553,Epever,MPPT,24.0,50.0,0.91,129071
Schneider Electric_PWM_60V_15A_1554,Schneider Electric,PWM,60.0,15.0,0.94,160310
Felicity_PWM_48V_100A_1555,Felicity,PWM,48.0,100.0,0.91,78188
Epever_MPPT_12V_55A_1556,Epever,MPPT,12.0,55.0,0.94,142210
Xtra Power_PWM_60V_80A_1557,Xtra Power,PWM,60.0,80.0,0.92,123082
Felicity_PWM_24V_45A_1558,Felicity,PWM,24.0,45.0,0.94,64768
Must_MPPT_60V_35A_1559,Must,MPPT,60.0,35.0,0.92,26756
Must_PWM_12V_65A_1560,Must,PWM,12.0,65.0,0.93,57515
Must_MPPT_100V_20A_1561,Must,MPPT,100.0,20.0,0.94,75083
Epever_MPPT_12V_50A_1562,Epever,MPPT,12.0,50.0,0.93,122380
Schneider Electric_MPPT_48V_20A_1563,Schneider Electric,MPPT,48.0,20.0,0.95,201217
Schneider Electric_PWM_24V_25A_1564,Schneider Electric,PWM,24.0,25.0,0.93,189977
Schneider Electric_PWM_12V_70A_1565,Schneider Electric,PWM,12.0,70.0,0.95,197147
Xtra Power_PWM_24V_10A_1566,Xtra Power,PWM,24.0,10.0,0.94,101134
Epever_MPPT_60V_35A_1567,Epever,MPPT,60.0,35.0,0.93,81211
Anern_MPPT_12V_45A_1568,Anern,MPPT,12.0,45.0,0.94,99304
Epever_MPPT_100V_25A_1569,Epever,MPPT,100.0,25.0,0.92,108378
SRNE_PWM_24V_60A_1570,SRNE,PWM,24.0,60.0,0.95,29877
Growatt_PWM_12V_45A_1571,Growatt,PWM,12.0,45.0,0.92,61583
Morningstar_PWM_24V_55A_1572,Morningstar,PWM,24.0,55.0,0.92,182233
Schneider Electric_PWM_48V_50A_1573,Schneider Electric,PWM,48.0,50.0,0.92,198122
Xtra Power_PWM_48V_30A_1574,Xtra Power,PWM,48.0,30.0,0.94,107360
Livoltek_MPPT_24V_65A_1575,Livoltek,MPPT,24.0,65.0,0.92,167496
SRNE_MPPT_100V_80A_1576,SRNE,MPPT,100.0,80.0,0.92,47268
Must_PWM_24V_10A_1577,Must,PWM,24.0,10.0,0.94,58692
Epever_PWM_60V_60A_1578,Epever,PWM,60.0,60.0,0.92,104326
Souer_MPPT_24V_70A_1579,Souer,MPPT,24.0,70.0,0.94,182370
SRNE_MPPT_12V_90A_1580,SRNE,MPPT,12.0,90.0,0.93,39691
Must_PWM_24V_55A_1581,Must,PWM,24.0,55.0,0.93,67350
Felicity_PWM_12V_35A_1582,Felicity,PWM,12.0,35.0,0.93,46933
Anern_MPPT_150V_30A_1583,Anern,MPPT,150.0,30.0,0.92,125958
Growatt_PWM_48V_90A_1584,Growatt,PWM,48.0,90.0,0.95,41970
Felicity_PWM_36V_100A_1585,Felicity,PWM,36.0,100.0,0.93,35567
Anern_PWM_12V_10A_1586,Anern,PWM,12.0,10.0,0.93,112731
Must_MPPT_150V_25A_1587,Must,MPPT,150.0,25.0,0.93,24435
Must_MPPT_24V_20A_1588,Must,MPPT,24.0,20.0,0.92,44206
Anern_PWM_12V_40A_1589,Anern,PWM,12.0,40.0,0.92,136518
Schneider Electric_MPPT_100V_90A_1590,Schneider Electric,MPPT,100.0,90.0,0.95,234051
Anern_PWM_48V_70A_1591,Anern,PWM,48.0,70.0,0.93,135419
Anern_PWM_48V_25A_1592,Anern,PWM,48.0,25.0,0.92,137161
Epever_MPPT_100V_100A_1593,Epever,MPPT,100.0,100.0,0.91,111551
Anern_PWM_36V_70A_1594,Anern,PWM,36.0,70.0,0.92,145436
Anern_MPPT_150V_35A_1595,Anern,MPPT,150.0,35.0,0.93,135226
Epever_MPPT_24V_100A_1596,Epever,MPPT,24.0,100.0,0.94,113348
Felicity_MPPT_24V_20A_1597,Felicity,MPPT,24.0,20.0,0.92,57462
Anern_PWM_36V_65A_1598,Anern,PWM,36.0,65.0,0.93,111271
Souer_MPPT_100V_90A_1599,Souer,MPPT,100.0,90.0,0.91,187056
Morningstar_PWM_36V_90A_1600,Morningstar,PWM,36.0,90.0,0.91,186830
Techfine_PWM_60V_10A_1601,Techfine,PWM,60.0,10.0,0.93,88029
Must_PWM_36V_90A_1602,Must,PWM,36.0,90.0,0.95,77825
Growatt_PWM_12V_25A_1603,Growatt,PWM,12.0,25.0,0.92,41503
Xtra Power_PWM_48V_35A_1604,Xtra Power,PWM,48.0,35.0,0.92,113342
Techfine_MPPT_150V_25A_1605,Techfine,MPPT,150.0,25.0,0.93,134632
Livoltek_MPPT_150V_50A_1606,Livoltek,MPPT,150.0,50.0,0.93,233029
Xtra Power_PWM_48V_80A_1607,Xtra Power,PWM,48.0,80.0,0.94,137146
Growatt_PWM_24V_85A_1608,Growatt,PWM,24.0,85.0,0.91,30570
Epever_MPPT_24V_20A_1609,Epever,MPPT,24.0,20.0,0.93,126744
Anern_MPPT_150V_50A_1610,Anern,MPPT,150.0,50.0,0.94,131105
Souer_PWM_12V_25A_1611,Souer,PWM,12.0,25.0,0.92,206789
Anern_MPPT_150V_20A_1612,Anern,MPPT,150.0,20.0,0.95,83136
Anern_PWM_36V_25A_1613,Anern,PWM,36.0,25.0,0.93,134024
Souer_MPPT_100V_30A_1614,Souer,MPPT,100.0,30.0,0.93,202819
Felicity_MPPT_24V_65A_1615,Felicity,MPPT,24.0,65.0,0.92,21618
Must_MPPT_12V_20A_1616,Must,MPPT,12.0,20.0,0.94,58210
Techfine_PWM_48V_100A_1617,Techfine,PWM,48.0,100.0,0.92,137461
Epever_PWM_24V_35A_1618,Epever,PWM,24.0,35.0,0.93,89924
Felicity_MPPT_100V_10A_1619,Felicity,MPPT,100.0,10.0,0.95,26731
Felicity_MPPT_48V_65A_1620,Felicity,MPPT,48.0,65.0,0.95,73562
Epever_MPPT_36V_100A_1621,Epever,MPPT,36.0,100.0,0.92,115220
SRNE_PWM_48V_30A_1622,SRNE,PWM,48.0,30.0,0.93,28324
Must_MPPT_48V_40A_1623,Must,MPPT,48.0,40.0,0.93,45122
Felicity_PWM_48V_65A_1624,Felicity,PWM,48.0,65.0,0.92,63778
Felicity_PWM_48V_50A_1625,Felicity,PWM,48.0,50.0,0.93,48187
Epever_PWM_60V_40A_1626,Epever,PWM,60.0,40.0,0.93,115610
Techfine_PWM_48V_80A_1627,Techfine,PWM,48.0,80.0,0.91,148121
Souer_PWM_60V_60A_1628,Souer,PWM,60.0,60.0,0.92,208195
Felicity_PWM_24V_65A_1629,Felicity,PWM,24.0,65.0,0.91,33555
Felicity_MPPT_150V_10A_1630,Felicity,MPPT,150.0,10.0,0.95,46061
Growatt_PWM_36V_20A_1631,Growatt,PWM,36.0,20.0,0.94,43108
Souer_MPPT_150V_60A_1632,Souer,MPPT,150.0,60.0,0.93,179790
Techfine_MPPT_60V_75A_1633,Techfine,MPPT,60.0,75.0,0.93,114584
Anern_PWM_24V_55A_1634,Anern,PWM,24.0,55.0,0.94,147002
Anern_MPPT_48V_65A_1635,Anern,MPPT,48.0,65.0,0.92,105623
Growatt_MPPT_100V_10A_1636,Growatt,MPPT,100.0,10.0,0.93,24836
Livoltek_PWM_48V_15A_1637,Livoltek,PWM,48.0,15.0,0.95,169616
Xtra Power_MPPT_150V_70A_1638,Xtra Power,MPPT,150.0,70.0,0.94,126489
Xtra Power_MPPT_100V_45A_1639,Xtra Power,MPPT,100.0,45.0,0.92,141145
Morningstar_PWM_24V_80A_1640,Morningstar,PWM,24.0,80.0,0.94,172362
Must_PWM_24V_45A_1641,Must,PWM,24.0,45.0,0.91,71927
SRNE_MPPT_12V_25A_1642,SRNE,MPPT,12.0,25.0,0.94,61726
Morningstar_MPPT_150V_95A_1643,Morningstar,MPPT,150.0,95.0,0.94,243715
Xtra Power_MPPT_100V_25A_1644,Xtra Power,MPPT,100.0,25.0,0.94,115269
Techfine_PWM_12V_15A_1645,Techfine,PWM,12.0,15.0,0.93,116103
Xtra Power_PWM_24V_60A_1646,Xtra Power,PWM,24.0,60.0,0.93,113749
Anern_MPPT_12V_15A_1647,Anern,MPPT,12.0,15.0,0.93,139484
Epever_PWM_12V_15A_1648,Epever,PWM,12.0,15.0,0.91,88586
Xtra Power_MPPT_12V_50A_1649,Xtra Power,MPPT,12.0,50.0,0.93,133478
SRNE_MPPT_60V_50A_1650,SRNE,MPPT,60.0,50.0,0.91,31080
Must_MPPT_60V_80A_1651,Must,MPPT,60.0,80.0,0.95,34627
Epever_MPPT_12V_35A_1652,Epever,MPPT,12.0,35.0,0.92,149484
Xtra Power_MPPT_24V_55A_1653,Xtra Power,MPPT,24.0,55.0,0.95,81082
Morningstar_MPPT_100V_35A_1654,Morningstar,MPPT,100.0,35.0,0.94,203061
Felicity_PWM_36V_50A_1655,Felicity,PWM,36.0,50.0,0.94,37738
Techfine_MPPT_24V_60A_1656,Techfine,MPPT,24.0,60.0,0.95,146291
Souer_MPPT_24V_25A_1657,Souer,MPPT,24.0,25.0,0.94,166151
Xtra Power_MPPT_48V_75A_1658,Xtra Power,MPPT,48.0,75.0,0.92,82674
Xtra Power_MPPT_12V_65A_1659,Xtra Power,MPPT,12.0,65.0,0.92,107794
Epever_MPPT_24V_80A_1660,Epever,MPPT,24.0,80.0,0.92,121426
Felicity_PWM_60V_70A_1661,Felicity,PWM,60.0,70.0,0.95,35234
Schneider Electric_MPPT_60V_45A_1662,Schneider Electric,MPPT,60.0,45.0,0.94,172232
Must_PWM_36V_25A_1663,Must,PWM,36.0,25.0,0.92,34081
Epever_PWM_12V_70A_1664,Epever,PWM,12.0,70.0,0.91,131712
Schneider Electric_MPPT_24V_95A_1665,Schneider Electric,MPPT,24.0,95.0,0.92,240737
Xtra Power_MPPT_36V_45A_1666,Xtra Power,MPPT,36.0,45.0,0.91,87230
Livoltek_PWM_12V_15A_1667,Livoltek,PWM,12.0,15.0,0.94,186344
Anern_MPPT_60V_75A_1668,Anern,MPPT,60.0,75.0,0.91,96874
Felicity_PWM_36V_75A_1669,Felicity,PWM,36.0,75.0,0.91,44714
Schneider Electric_MPPT_24V_15A_1670,Schneider Electric,MPPT,24.0,15.0,0.93,239561
Schneider Electric_PWM_48V_60A_1671,Schneider Electric,PWM,48.0,60.0,0.91,178844
SRNE_MPPT_36V_55A_1672,SRNE,MPPT,36.0,55.0,0.93,38205
Anern_MPPT_150V_80A_1673,Anern,MPPT,150.0,80.0,0.93,89428
Growatt_PWM_60V_95A_1674,Growatt,PWM,60.0,95.0,0.93,51779
Growatt_MPPT_48V_85A_1675,Growatt,MPPT,48.0,85.0,0.94,38951
Epever_PWM_12V_80A_1676,Epever,PWM,12.0,80.0,0.91,106106
Livoltek_MPPT_150V_65A_1677,Livoltek,MPPT,150.0,65.0,0.91,172177
Epever_MPPT_48V_70A_1678,Epever,MPPT,48.0,70.0,0.93,87933
Anern_PWM_36V_60A_1679,Anern,PWM,36.0,60.0,0.93,92274
Felicity_PWM_12V_20A_1680,Felicity,PWM,12.0,20.0,0.92,55034
Anern_PWM_24V_40A_1681,Anern,PWM,24.0,40.0,0.92,99320
SRNE_MPPT_36V_75A_1682,SRNE,MPPT,36.0,75.0,0.92,70688
Epever_MPPT_12V_95A_1683,Epever,MPPT,12.0,95.0,0.93,91392
Felicity_MPPT_24V_95A_1684,Felicity,MPPT,24.0,95.0,0.95,39625
Epever_PWM_36V_50A_1685,Epever,PWM,36.0,50.0,0.92,145702
Techfine_MPPT_36V_60A_1686,Techfine,MPPT,36.0,60.0,0.92,90394
SRNE_PWM_48V_75A_1687,SRNE,PWM,48.0,75.0,0.92,20619
Growatt_PWM_36V_95A_1688,Growatt,PWM,36.0,95.0,0.94,62440
Must_MPPT_60V_35A_1689,Must,MPPT,60.0,35.0,0.93,21200
Epever_PWM_24V_20A_1690,Epever,PWM,24.0,20.0,0.93,111088
Souer_PWM_12V_50A_1691,Souer,PWM,12.0,50.0,0.92,175045
Must_MPPT_100V_100A_1692,Must,MPPT,100.0,100.0,0.92,31793
Growatt_MPPT_12V_55A_1693,Growatt,MPPT,12.0,55.0,0.94,57254
Must_PWM_36V_25A_1694,Must,PWM,36.0,25.0,0.94,36309
Epever_MPPT_24V_90A_1695,Epever,MPPT,24.0,90.0,0.93,136016
Must_PWM_36V_50A_1696,Must,PWM,36.0,50.0,0.92,73770
Techfine_PWM_48V_45A_1697,Techfine,PWM,48.0,45.0,0.93,147771
Felicity_PWM_24V_40A_1698,Felicity,PWM,24.0,40.0,0.94,29445
Techfine_PWM_48V_55A_1699,Techfine,PWM,48.0,55.0,0.94,146578
Must_MPPT_12V_70A_1700,Must,MPPT,12.0,70.0,0.92,67169
Must_MPPT_60V_75A_1701,Must,MPPT,60.0,75.0,0.91,23078
Morningstar_PWM_24V_55A_1702,Morningstar,PWM,24.0,55.0,0.93,194030
Felicity_PWM_24V_85A_1703,Felicity,PWM,24.0,85.0,0.93,64055
Xtra Power_PWM_60V_70A_1704,Xtra Power,PWM,60.0,70.0,0.95,129598
SRNE_MPPT_12V_35A_1705,SRNE,MPPT,12.0,35.0,0.91,31848
Growatt_PWM_48V_35A_1706,Growatt,PWM,48.0,35.0,0.95,60347
Schneider Electric_MPPT_100V_95A_1707,Schneider Electric,MPPT,100.0,95.0,0.91,241789
Growatt_MPPT_36V_15A_1708,Growatt,MPPT,36.0,15.0,0.91,45949
Growatt_MPPT_150V_45A_1709,Growatt,MPPT,150.0,45.0,0.92,77185
SRNE_PWM_60V_35A_1710,SRNE,PWM,60.0,35.0,0.94,75254
Felicity_MPPT_24V_100A_1711,Felicity,MPPT,24.0,100.0,0.91,60408
Xtra Power_MPPT_36V_25A_1712,Xtra Power,MPPT,36.0,25.0,0.93,102136
SRNE_PWM_48V_15A_1713,SRNE,PWM,48.0,15.0,0.94,65426
Techfine_MPPT_60V_55A_1714,Techfine,MPPT,60.0,55.0,0.92,100033
Must_PWM_48V_15A_1715,Must,PWM,48.0,15.0,0.95,35692
Felicity_PWM_12V_15A_1716,Felicity,PWM,12.0,15.0,0.94,57875
Anern_MPPT_150V_70A_1717,Anern,MPPT,150.0,70.0,0.95,106382
Must_PWM_24V_85A_1718,Must,PWM,24.0,85.0,0.92,54338
Must_PWM_60V_80A_1719,Must,PWM,60.0,80.0,0.93,41373
Growatt_MPPT_48V_35A_1720,Growatt,MPPT,48.0,35.0,0.92,70667
Morningstar_PWM_48V_85A_1721,Morningstar,PWM,48.0,85.0,0.94,205908
SRNE_PWM_48V_30A_1722,SRNE,PWM,48.0,30.0,0.94,37387
Morningstar_MPPT_100V_95A_1723,Morningstar,MPPT,100.0,95.0,0.94,226030
Must_PWM_48V_40A_1724,Must,PWM,48.0,40.0,0.91,72683
Anern_MPPT_150V_95A_1725,Anern,MPPT,150.0,95.0,0.91,93059
SRNE_PWM_36V_95A_1726,SRNE,PWM,36.0,95.0,0.93,42846
Souer_MPPT_48V_70A_1727,Souer,MPPT,48.0,70.0,0.94,245660
Growatt_PWM_60V_55A_1728,Growatt,PWM,60.0,55.0,0.94,50242
SRNE_PWM_48V_35A_1729,SRNE,PWM,48.0,35.0,0.94,53535
SRNE_PWM_48V_60A_1730,SRNE,PWM,48.0,60.0,0.93,50207
Must_PWM_60V_85A_1731,Must,PWM,60.0,85.0,0.92,42245
Anern_MPPT_48V_25A_1732,Anern,MPPT,48.0,25.0,0.93,141324
Epever_PWM_48V_55A_1733,Epever,PWM,48.0,55.0,0.92,104374
Souer_PWM_24V_55A_1734,Souer,PWM,24.0,55.0,0.92,231808
Anern_MPPT_150V_40A_1735,Anern,MPPT,150.0,40.0,0.95,123216
Must_MPPT_150V_15A_1736,Must,MPPT,150.0,15.0,0.93,24179
Xtra Power_MPPT_150V_80A_1737,Xtra Power,MPPT,150.0,80.0,0.94,138225
Epever_MPPT_60V_80A_1738,Epever,MPPT,60.0,80.0,0.92,145015
Livoltek_MPPT_24V_100A_1739,Livoltek,MPPT,24.0,100.0,0.92,189131
Techfine_PWM_24V_65A_1740,Techfine,PWM,24.0,65.0,0.93,114090
SRNE_MPPT_150V_55A_1741,SRNE,MPPT,150.0,55.0,0.94,51640
Anern_PWM_36V_95A_1742,Anern,PWM,36.0,95.0,0.94,93017
Must_PWM_36V_10A_1743,Must,PWM,36.0,10.0,0.91,33521
SRNE_MPPT_24V_60A_1744,SRNE,MPPT,24.0,60.0,0.92,56925
Anern_PWM_36V_100A_1745,Anern,PWM,36.0,100.0,0.91,111935
Epever_MPPT_36V_15A_1746,Epever,MPPT,36.0,15.0,0.93,94421
Felicity_MPPT_36V_75A_1747,Felicity,MPPT,36.0,75.0,0.93,71879
Growatt_PWM_24V_35A_1748,Growatt,PWM,24.0,35.0,0.95,39436
Morningstar_PWM_12V_50A_1749,Morningstar,PWM,12.0,50.0,0.94,236840
Techfine_MPPT_60V_15A_1750,Techfine,MPPT,60.0,15.0,0.91,116868
Anern_MPPT_100V_100A_1751,Anern,MPPT,100.0,100.0,0.92,134246
Schneider Electric_MPPT_36V_90A_1752,Schneider Electric,MPPT,36.0,90.0,0.92,210302
Anern_MPPT_24V_15A_1753,Anern,MPPT,24.0,15.0,0.94,146817
Anern_PWM_12V_20A_1754,Anern,PWM,12.0,20.0,0.92,93397
SRNE_MPPT_60V_35A_1755,SRNE,MPPT,60.0,35.0,0.94,76674
Livoltek_PWM_24V_100A_1756,Livoltek,PWM,24.0,100.0,0.91,206254
Anern_MPPT_12V_90A_1757,Anern,MPPT,12.0,90.0,0.92,144412
SRNE_PWM_36V_35A_1758,SRNE,PWM,36.0,35.0,0.93,71157
Xtra Power_PWM_24V_30A_1759,Xtra Power,PWM,24.0,30.0,0.94,115535
SRNE_MPPT_24V_25A_1760,SRNE,MPPT,24.0,25.0,0.92,20247
Epever_MPPT_100V_65A_1761,Epever,MPPT,100.0,65.0,0.93,141688
Must_MPPT_48V_95A_1762,Must,MPPT,48.0,95.0,0.93,47242
Felicity_PWM_48V_70A_1763,Felicity,PWM,48.0,70.0,0.95,33611
Growatt_PWM_60V_50A_1764,Growatt,PWM,60.0,50.0,0.93,38776
Xtra Power_PWM_12V_100A_1765,Xtra Power,PWM,12.0,100.0,0.93,108333
Xtra Power_MPPT_48V_95A_1766,Xtra Power,MPPT,48.0,95.0,0.93,84942
Growatt_MPPT_36V_55A_1767,Growatt,MPPT,36.0,55.0,0.94,55379
Growatt_PWM_12V_90A_1768,Growatt,PWM,12.0,90.0,0.94,50355
Epever_MPPT_48V_95A_1769,Epever,MPPT,48.0,95.0,0.93,137549
Anern_MPPT_24V_80A_1770,Anern,MPPT,24.0,80.0,0.94,140540
Xtra Power_MPPT_100V_25A_1771,Xtra Power,MPPT,100.0,25.0,0.91,136782
Techfine_MPPT_24V_25A_1772,Techfine,MPPT,24.0,25.0,0.92,103548
Xtra Power_PWM_36V_15A_1773,Xtra Power,PWM,36.0,15.0,0.92,145261
Must_MPPT_100V_10A_1774,Must,MPPT,100.0,10.0,0.94,41818
Felicity_MPPT_60V_75A_1775,Felicity,MPPT,60.0,75.0,0.93,64896
SRNE_MPPT_100V_70A_1776,SRNE,MPPT,100.0,70.0,0.93,76561
Techfine_PWM_36V_45A_1777,Techfine,PWM,36.0,45.0,0.94,87515
Felicity_PWM_36V_15A_1778,Felicity,PWM,36.0,15.0,0.93,45162
Must_PWM_12V_25A_1779,Must,PWM,12.0,25.0,0.93,66842
Xtra Power_PWM_48V_55A_1780,Xtra Power,PWM,48.0,55.0,0.93,103297
Growatt_PWM_60V_25A_1781,Growatt,PWM,60.0,25.0,0.94,77521
Growatt_MPPT_12V_30A_1782,Growatt,MPPT,12.0,30.0,0.94,62665
Schneider Electric_MPPT_24V_90A_1783,Schneider Electric,MPPT,24.0,90.0,0.94,158355
Felicity_MPPT_60V_80A_1784,Felicity,MPPT,60.0,80.0,0.93,68917
Livoltek_PWM_36V_70A_1785,Livoltek,PWM,36.0,70.0,0.92,208425
Livoltek_MPPT_100V_90A_1786,Livoltek,MPPT,100.0,90.0,0.94,186760
Anern_PWM_24V_60A_1787,Anern,PWM,24.0,60.0,0.95,89413
SRNE_PWM_12V_30A_1788,SRNE,PWM,12.0,30.0,0.95,55721
Souer_PWM_12V_50A_1789,Souer,PWM,12.0,50.0,0.93,177533
Felicity_PWM_60V_65A_1790,Felicity,PWM,60.0,65.0,0.93,76600
Xtra Power_PWM_12V_40A_1791,Xtra Power,PWM,12.0,40.0,0.93,97726
Growatt_PWM_12V_70A_1792,Growatt,PWM,12.0,70.0,0.94,27075
Anern_MPPT_24V_15A_1793,Anern,MPPT,24.0,15.0,0.95,113518
Epever_PWM_60V_50A_1794,Epever,PWM,60.0,50.0,0.91,101658
Techfine_PWM_12V_90A_1795,Techfine,PWM,12.0,90.0,0.91,142067
Xtra Power_MPPT_24V_90A_1796,Xtra Power,MPPT,24.0,90.0,0.93,98078
Felicity_MPPT_100V_85A_1797,Felicity,MPPT,100.0,85.0,0.94,60675
Must_PWM_12V_10A_1798,Must,PWM,12.0,10.0,0.94,46375
Xtra Power_PWM_12V_80A_1799,Xtra Power,PWM,12.0,80.0,0.94,101840
Must_MPPT_36V_50A_1800,Must,MPPT,36.0,50.0,0.92,36697
Growatt_PWM_36V_70A_1801,Growatt,PWM,36.0,70.0,0.94,22379
Growatt_MPPT_48V_65A_1802,Growatt,MPPT,48.0,65.0,0.93,32951
Epever_MPPT_60V_70A_1803,Epever,MPPT,60.0,70.0,0.94,97232
Xtra Power_MPPT_60V_20A_1804,Xtra Power,MPPT,60.0,20.0,0.93,103772
Growatt_MPPT_36V_20A_1805,Growatt,MPPT,36.0,20.0,0.92,33366
Must_PWM_24V_35A_1806,Must,PWM,24.0,35.0,0.93,67734
Must_MPPT_150V_65A_1807,Must,MPPT,150.0,65.0,0.92,40337
Schneider Electric_MPPT_24V_15A_1808,Schneider Electric,MPPT,24.0,15.0,0.93,159667
Epever_MPPT_36V_95A_1809,Epever,MPPT,36.0,95.0,0.92,88192
Epever_PWM_24V_35A_1810,Epever,PWM,24.0,35.0,0.91,93821
Must_PWM_36V_75A_1811,Must,PWM,36.0,75.0,0.93,23693
Xtra Power_MPPT_48V_95A_1812,Xtra Power,MPPT,48.0,95.0,0.93,140885
Schneider Electric_MPPT_150V_75A_1813,Schneider Electric,MPPT,150.0,75.0,0.94,171217
Growatt_MPPT_24V_65A_1814,Growatt,MPPT,24.0,65.0,0.93,25166
Growatt_MPPT_36V_10A_1815,Growatt,MPPT,36.0,10.0,0.93,77074
Morningstar_MPPT_36V_80A_1816,Morningstar,MPPT,36.0,80.0,0.91,228515
Felicity_MPPT_60V_25A_1817,Felicity,MPPT,60.0,25.0,0.92,51548
Felicity_PWM_36V_10A_1818,Felicity,PWM,36.0,10.0,0.92,24851
Must_MPPT_12V_20A_1819,Must,MPPT,12.0,20.0,0.95,73975
Must_PWM_36V_95A_1820,Must,PWM,36.0,95.0,0.91,41239
Felicity_PWM_36V_80A_1821,Felicity,PWM,36.0,80.0,0.94,49529
Felicity_PWM_24V_40A_1822,Felicity,PWM,24.0,40.0,0.91,24746
Growatt_MPPT_12V_50A_1823,Growatt,MPPT,12.0,50.0,0.95,48785
Must_MPPT_60V_20A_1824,Must,MPPT,60.0,20.0,0.93,72932
SRNE_MPPT_60V_45A_1825,SRNE,MPPT,60.0,45.0,0.94,65842
Epever_PWM_60V_95A_1826,Epever,PWM,60.0,95.0,0.93,146784
Xtra Power_MPPT_48V_50A_1827,Xtra Power,MPPT,48.0,50.0,0.95,134031
SRNE_PWM_12V_25A_1828,SRNE,PWM,12.0,25.0,0.94,47672
Felicity_MPPT_48V_55A_1829,Felicity,MPPT,48.0,55.0,0.93,38894
Growatt_MPPT_24V_95A_1830,Growatt,MPPT,24.0,95.0,0.94,34892
Morningstar_MPPT_150V_75A_1831,Morningstar,MPPT,150.0,75.0,0.94,246211
Growatt_MPPT_24V_100A_1832,Growatt,MPPT,24.0,100.0,0.95,55035
Schneider Electric_MPPT_48V_85A_1833,Schneider Electric,MPPT,48.0,85.0,0.94,233127
Xtra Power_PWM_12V_20A_1834,Xtra Power,PWM,12.0,20.0,0.93,131964
Schneider Electric_PWM_60V_10A_1835,Schneider Electric,PWM,60.0,10.0,0.95,153016
Anern_MPPT_60V_10A_1836,Anern,MPPT,60.0,10.0,0.94,130408
Epever_MPPT_150V_80A_1837,Epever,MPPT,150.0,80.0,0.92,123903
Techfine_PWM_60V_50A_1838,Techfine,PWM,60.0,50.0,0.93,82715
Livoltek_PWM_48V_90A_1839,Livoltek,PWM,48.0,90.0,0.91,192720
Schneider Electric_PWM_60V_15A_1840,Schneider Electric,PWM,60.0,15.0,0.93,185687
Anern_MPPT_100V_10A_1841,Anern,MPPT,100.0,10.0,0.92,104426
Epever_PWM_36V_60A_1842,Epever,PWM,36.0,60.0,0.91,139222
Livoltek_PWM_12V_30A_1843,Livoltek,PWM,12.0,30.0,0.94,246911
Growatt_MPPT_36V_75A_1844,Growatt,MPPT,36.0,75.0,0.92,75978
Techfine_PWM_60V_60A_1845,Techfine,PWM,60.0,60.0,0.94,145936
Must_MPPT_12V_25A_1846,Must,MPPT,12.0,25.0,0.92,28764
Techfine_MPPT_150V_95A_1847,Techfine,MPPT,150.0,95.0,0.93,130052
Souer_PWM_12V_15A_1848,Souer,PWM,12.0,15.0,0.94,211159
Xtra Power_MPPT_100V_55A_1849,Xtra Power,MPPT,100.0,55.0,0.94,120459
Felicity_PWM_60V_30A_1850,Felicity,PWM,60.0,30.0,0.91,27638
Felicity_MPPT_36V_70A_1851,Felicity,MPPT,36.0,70.0,0.91,43826
Livoltek_MPPT_24V_15A_1852,Livoltek,MPPT,24.0,15.0,0.94,247781
Must_MPPT_150V_25A_1853,Must,MPPT,150.0,25.0,0.93,22209
Must_PWM_36V_65A_1854,Must,PWM,36.0,65.0,0.94,38713
Must_PWM_36V_30A_1855,Must,PWM,36.0,30.0,0.95,42006
Felicity_PWM_36V_35A_1856,Felicity,PWM,36.0,35.0,0.91,50025
Felicity_PWM_48V_40A_1857,Felicity,PWM,48.0,40.0,0.95,64774
Souer_PWM_12V_70A_1858,Souer,PWM,12.0,70.0,0.94,205857
Must_PWM_48V_30A_1859,Must,PWM,48.0,30.0,0.94,71903
Must_MPPT_24V_30A_1860,Must,MPPT,24.0,30.0,0.93,22324
Techfine_MPPT_150V_15A_1861,Techfine,MPPT,150.0,15.0,0.94,147688
Must_MPPT_60V_70A_1862,Must,MPPT,60.0,70.0,0.93,37746
Epever_PWM_12V_50A_1863,Epever,PWM,12.0,50.0,0.94,136848
SRNE_PWM_12V_65A_1864,SRNE,PWM,12.0,65.0,0.92,61452
Techfine_MPPT_100V_70A_1865,Techfine,MPPT,100.0,70.0,0.91,146929
Must_MPPT_24V_40A_1866,Must,MPPT,24.0,40.0,0.94,44586
Must_PWM_48V_80A_1867,Must,PWM,48.0,80.0,0.92,22559
Xtra Power_PWM_24V_95A_1868,Xtra Power,PWM,24.0,95.0,0.93,131182
Must_PWM_24V_90A_1869,Must,PWM,24.0,90.0,0.91,42092
Schneider Electric_MPPT_48V_20A_1870,Schneider Electric,MPPT,48.0,20.0,0.91,205493
Livoltek_PWM_24V_65A_1871,Livoltek,PWM,24.0,65.0,0.92,216049
Livoltek_MPPT_100V_25A_1872,Livoltek,MPPT,100.0,25.0,0.92,191870
Felicity_MPPT_48V_70A_1873,Felicity,MPPT,48.0,70.0,0.94,63092
Morningstar_MPPT_100V_35A_1874,Morningstar,MPPT,100.0,35.0,0.94,160214
Anern_PWM_60V_70A_1875,Anern,PWM,60.0,70.0,0.94,81179
