panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_NGN
Felicity_100W_Monocrystalline_856,Felicity,Monocrystalline,100.0,12.0,0.79,0.05,0.09,1.11,0.54,0.6,16165
Jinko Solar_140W_Bifacial_857,Jinko Solar,Bifacial,140.0,24.0,0.79,0.06,0.11,1.27,0.53,0.67,43557
Sukam_520W_Half-Cut_858,Sukam,Half-Cut,520.0,24.0,0.81,0.04,0.1,2.03,1.0,2.03,118372
JA Solar_420W_Monocrystalline_859,JA Solar,Monocrystalline,420.0,12.0,0.8,0.05,0.1,1.89,1.0,1.89,143922
Trina Solar_410W_Monocrystalline_860,Trina Solar,Monocrystalline,410.0,24.0,0.78,0.06,0.11,1.79,1.0,1.79,100210
Suntech_190W_Polycrystalline_861,Suntech,Polycrystalline,190.0,24.0,0.78,0.04,0.1,1.58,0.84,1.33,71685
Jinko Solar_390W_Bifacial_862,Jinko Solar,Bifacial,390.0,12.0,0.81,0.05,0.12,1.92,0.99,1.9,88698
Trina Solar_440W_Polycrystalline_863,Trina Solar,Polycrystalline,440.0,24.0,0.79,0.05,0.09,1.88,0.99,1.86,134367
Felicity_550W_Half-Cut_864,Felicity,Half-Cut,550.0,36.0,0.81,0.05,0.11,2.03,1.0,2.03,132867
Suntech_580W_Bifacial_865,Suntech,Bifacial,580.0,48.0,0.81,0.04,0.12,2.04,1.0,2.04,234256
Trina Solar_540W_Polycrystalline_866,Trina Solar,Polycrystalline,540.0,36.0,0.81,0.05,0.12,2.03,1.0,2.03,166520
Trina Solar_400W_Half-Cut_867,Trina Solar,Half-Cut,400.0,48.0,0.79,0.05,0.11,1.95,0.99,1.93,113542
LONGi Solar_90W_Half-Cut_868,LONGi Solar,Half-Cut,90.0,36.0,0.78,0.04,0.11,1.25,0.67,0.84,36614
Auxano Solar_60W_Bifacial_869,Auxano Solar,Bifacial,60.0,36.0,0.78,0.06,0.09,1.22,0.57,0.7,20554
Sukam_110W_Half-Cut_870,Sukam,Half-Cut,110.0,36.0,0.82,0.06,0.09,1.05,0.57,0.6,24983
JA Solar_190W_Half-Cut_871,JA Solar,Half-Cut,190.0,48.0,0.8,0.04,0.08,1.52,0.88,1.34,69203
Felicity_100W_Monocrystalline_872,Felicity,Monocrystalline,100.0,12.0,0.81,0.05,0.09,1.06,0.61,0.65,14217
Renogy_100W_Bifacial_873,Renogy,Bifacial,100.0,24.0,0.78,0.05,0.11,1.2,0.55,0.66,32400
Renogy_280W_Monocrystalline_874,Renogy,Monocrystalline,280.0,24.0,0.8,0.04,0.1,1.69,0.9,1.52,120631
Vsun Solar_480W_Monocrystalline_875,Vsun Solar,Monocrystalline,480.0,48.0,0.78,0.06,0.12,2.02,1.0,2.02,144679
Vsun Solar_280W_Monocrystalline_876,Vsun Solar,Monocrystalline,280.0,48.0,0.82,0.05,0.1,1.67,1.0,1.67,65975
Felicity_310W_Half-Cut_877,Felicity,Half-Cut,310.0,48.0,0.8,0.04,0.1,1.62,0.92,1.49,66566
JA Solar_520W_Monocrystalline_878,JA Solar,Monocrystalline,520.0,48.0,0.81,0.05,0.08,2.01,1.0,2.01,168673
Suntech_350W_Monocrystalline_879,Suntech,Monocrystalline,350.0,36.0,0.79,0.04,0.09,1.65,0.97,1.6,113831
Sukam_330W_Polycrystalline_880,Sukam,Polycrystalline,330.0,24.0,0.82,0.05,0.1,1.69,0.91,1.54,69459
Must_410W_Half-Cut_881,Must,Half-Cut,410.0,12.0,0.81,0.04,0.11,1.94,0.99,1.92,61036
Trina Solar_330W_Half-Cut_882,Trina Solar,Half-Cut,330.0,12.0,0.82,0.05,0.09,1.69,0.93,1.57,113975
Auxano Solar_580W_Half-Cut_883,Auxano Solar,Half-Cut,580.0,48.0,0.8,0.06,0.09,2.01,1.0,2.01,183378
Auxano Solar_190W_Polycrystalline_884,Auxano Solar,Polycrystalline,190.0,36.0,0.79,0.06,0.11,1.51,0.92,1.39,63415
Vsun Solar_230W_Half-Cut_885,Vsun Solar,Half-Cut,230.0,48.0,0.82,0.05,0.1,1.54,0.81,1.25,72664
Felicity_130W_Bifacial_886,Felicity,Bifacial,130.0,48.0,0.8,0.06,0.09,1.16,0.57,0.66,23464
Prag_310W_Monocrystalline_887,Prag,Monocrystalline,310.0,48.0,0.79,0.06,0.1,1.65,0.95,1.57,47331
LONGi Solar_600W_Polycrystalline_888,LONGi Solar,Polycrystalline,600.0,48.0,0.8,0.05,0.08,2.04,1.0,2.04,207654
Sukam_210W_Monocrystalline_889,Sukam,Monocrystalline,210.0,36.0,0.78,0.04,0.1,1.52,0.83,1.26,48935
Sukam_380W_Polycrystalline_890,Sukam,Polycrystalline,380.0,36.0,0.81,0.06,0.09,1.78,1.0,1.78,69311
Felicity_130W_Polycrystalline_891,Felicity,Polycrystalline,130.0,36.0,0.8,0.05,0.09,1.08,0.62,0.67,30522
Vsun Solar_170W_Half-Cut_892,Vsun Solar,Half-Cut,170.0,12.0,0.8,0.05,0.09,1.53,0.8,1.22,56618
Mercury_120W_Polycrystalline_893,Mercury,Polycrystalline,120.0,48.0,0.81,0.05,0.1,1.04,0.52,0.54,21206
Jinko Solar_220W_Monocrystalline_894,Jinko Solar,Monocrystalline,220.0,12.0,0.81,0.06,0.12,1.55,0.83,1.29,68214
Vsun Solar_280W_Bifacial_895,Vsun Solar,Bifacial,280.0,48.0,0.79,0.04,0.08,1.65,0.92,1.52,93208
Auxano Solar_370W_Bifacial_896,Auxano Solar,Bifacial,370.0,48.0,0.78,0.05,0.11,1.84,1.0,1.84,83925
Jinko Solar_220W_Monocrystalline_897,Jinko Solar,Monocrystalline,220.0,36.0,0.81,0.04,0.1,1.52,0.81,1.23,69296
Jinko Solar_300W_Half-Cut_898,Jinko Solar,Half-Cut,300.0,12.0,0.79,0.05,0.1,1.61,0.93,1.5,81457
JA Solar_220W_Monocrystalline_899,JA Solar,Monocrystalline,220.0,12.0,0.79,0.04,0.12,1.57,0.83,1.3,82814
Vsun Solar_170W_Half-Cut_900,Vsun Solar,Half-Cut,170.0,48.0,0.79,0.04,0.1,1.5,0.9,1.35,38772
Renogy_190W_Monocrystalline_901,Renogy,Monocrystalline,190.0,36.0,0.8,0.06,0.11,1.57,0.83,1.3,66543
Prag_230W_Half-Cut_902,Prag,Half-Cut,230.0,12.0,0.8,0.05,0.09,1.57,0.84,1.32,34848
Vsun Solar_190W_Bifacial_903,Vsun Solar,Bifacial,190.0,36.0,0.79,0.05,0.08,1.54,0.89,1.37,47028
Sukam_560W_Polycrystalline_904,Sukam,Polycrystalline,560.0,48.0,0.8,0.05,0.09,2.02,1.0,2.02,124962
Must_440W_Bifacial_905,Must,Bifacial,440.0,24.0,0.81,0.05,0.11,1.92,0.99,1.9,97104
Trina Solar_200W_Polycrystalline_906,Trina Solar,Polycrystalline,200.0,36.0,0.8,0.05,0.11,1.55,0.9,1.4,52233
Sukam_460W_Bifacial_907,Sukam,Bifacial,460.0,36.0,0.82,0.05,0.1,2.01,1.0,2.01,89193
Sukam_170W_Monocrystalline_908,Sukam,Monocrystalline,170.0,36.0,0.8,0.04,0.1,1.5,0.89,1.33,25445
Felicity_570W_Bifacial_909,Felicity,Bifacial,570.0,36.0,0.8,0.04,0.11,2.01,1.0,2.01,121013
Prag_210W_Monocrystalline_910,Prag,Monocrystalline,210.0,36.0,0.8,0.04,0.1,1.56,0.91,1.42,28357
Jinko Solar_230W_Monocrystalline_911,Jinko Solar,Monocrystalline,230.0,36.0,0.81,0.05,0.08,1.53,0.97,1.48,70737
Trina Solar_500W_Monocrystalline_912,Trina Solar,Monocrystalline,500.0,48.0,0.81,0.05,0.1,2.01,1.0,2.01,130069
Sukam_240W_Monocrystalline_913,Sukam,Monocrystalline,240.0,12.0,0.8,0.05,0.09,1.52,0.9,1.37,56992
Must_240W_Polycrystalline_914,Must,Polycrystalline,240.0,48.0,0.8,0.05,0.1,1.57,0.86,1.35,34673
Canadian Solar_550W_Monocrystalline_915,Canadian Solar,Monocrystalline,550.0,48.0,0.8,0.04,0.09,2.04,1.0,2.04,176449
Vsun Solar_580W_Bifacial_916,Vsun Solar,Bifacial,580.0,48.0,0.8,0.04,0.11,2.05,1.0,2.05,166227
Felicity_480W_Monocrystalline_917,Felicity,Monocrystalline,480.0,36.0,0.8,0.05,0.1,2.02,1.0,2.02,68997
Vsun Solar_560W_Monocrystalline_918,Vsun Solar,Monocrystalline,560.0,36.0,0.81,0.06,0.08,2.05,1.0,2.05,171509
Auxano Solar_60W_Monocrystalline_919,Auxano Solar,Monocrystalline,60.0,48.0,0.81,0.05,0.11,1.16,0.57,0.66,13695
Prag_420W_Half-Cut_920,Prag,Half-Cut,420.0,36.0,0.78,0.06,0.11,1.74,1.0,1.74,94940
Vsun Solar_370W_Monocrystalline_921,Vsun Solar,Monocrystalline,370.0,48.0,0.79,0.06,0.1,1.71,1.0,1.71,108720
Auxano Solar_280W_Polycrystalline_922,Auxano Solar,Polycrystalline,280.0,36.0,0.8,0.06,0.12,1.69,0.96,1.62,74355
Trina Solar_170W_Monocrystalline_923,Trina Solar,Monocrystalline,170.0,12.0,0.81,0.05,0.11,1.59,0.99,1.57,54464
Prag_500W_Monocrystalline_924,Prag,Monocrystalline,500.0,48.0,0.79,0.05,0.11,2.04,1.0,2.04,122223
Sukam_210W_Polycrystalline_925,Sukam,Polycrystalline,210.0,48.0,0.81,0.06,0.11,1.55,0.88,1.36,45443
Renogy_570W_Half-Cut_926,Renogy,Half-Cut,570.0,24.0,0.8,0.05,0.12,2.05,1.0,2.05,251328
Mercury_160W_Polycrystalline_927,Mercury,Polycrystalline,160.0,12.0,0.82,0.05,0.11,1.59,0.92,1.46,33482
Mercury_160W_Bifacial_928,Mercury,Bifacial,160.0,12.0,0.81,0.04,0.12,1.53,0.96,1.47,22282
Felicity_260W_Polycrystalline_929,Felicity,Polycrystalline,260.0,36.0,0.82,0.06,0.1,1.66,0.99,1.64,61373
Trina Solar_130W_Polycrystalline_930,Trina Solar,Polycrystalline,130.0,48.0,0.79,0.04,0.11,1.28,0.68,0.87,33677
Auxano Solar_260W_Half-Cut_931,Auxano Solar,Half-Cut,260.0,24.0,0.79,0.06,0.11,1.6,0.92,1.47,79843
Canadian Solar_80W_Half-Cut_932,Canadian Solar,Half-Cut,80.0,12.0,0.8,0.05,0.11,1.06,0.51,0.54,34349
Mercury_200W_Half-Cut_933,Mercury,Half-Cut,200.0,36.0,0.8,0.04,0.12,1.5,0.95,1.42,30998
Must_320W_Bifacial_934,Must,Bifacial,320.0,36.0,0.79,0.06,0.11,1.62,0.92,1.49,71146
Renogy_110W_Bifacial_935,Renogy,Bifacial,110.0,24.0,0.8,0.05,0.1,1.09,0.62,0.68,45679
Suntech_300W_Bifacial_936,Suntech,Bifacial,300.0,12.0,0.8,0.04,0.08,1.69,0.94,1.59,113837
Auxano Solar_580W_Polycrystalline_937,Auxano Solar,Polycrystalline,580.0,36.0,0.78,0.05,0.1,2.02,1.0,2.02,196867
Mercury_490W_Monocrystalline_938,Mercury,Monocrystalline,490.0,24.0,0.8,0.05,0.1,2.01,1.0,2.01,88592
Jinko Solar_420W_Monocrystalline_939,Jinko Solar,Monocrystalline,420.0,24.0,0.79,0.04,0.11,1.74,1.0,1.74,106700
Mercury_90W_Monocrystalline_940,Mercury,Monocrystalline,90.0,36.0,0.79,0.05,0.1,1.03,0.6,0.62,17660
Must_520W_Bifacial_941,Must,Bifacial,520.0,36.0,0.8,0.06,0.09,2.01,1.0,2.01,102146
Jinko Solar_480W_Monocrystalline_942,Jinko Solar,Monocrystalline,480.0,24.0,0.8,0.05,0.1,2.02,1.0,2.02,119623
Canadian Solar_310W_Monocrystalline_943,Canadian Solar,Monocrystalline,310.0,12.0,0.8,0.04,0.11,1.69,0.93,1.57,138783
Must_50W_Polycrystalline_944,Must,Polycrystalline,50.0,36.0,0.79,0.05,0.08,1.05,0.56,0.59,9278
Auxano Solar_90W_Monocrystalline_945,Auxano Solar,Monocrystalline,90.0,36.0,0.8,0.05,0.12,1.1,0.61,0.67,22333
Sukam_330W_Monocrystalline_946,Sukam,Monocrystalline,330.0,48.0,0.81,0.06,0.08,1.68,1.0,1.68,56678
Felicity_110W_Half-Cut_947,Felicity,Half-Cut,110.0,48.0,0.81,0.06,0.1,1.22,0.5,0.61,22706
Vsun Solar_110W_Polycrystalline_948,Vsun Solar,Polycrystalline,110.0,48.0,0.8,0.04,0.1,1.08,0.63,0.68,35405
Jinko Solar_390W_Half-Cut_949,Jinko Solar,Half-Cut,390.0,24.0,0.81,0.05,0.11,1.88,0.99,1.86,116379
JA Solar_310W_Polycrystalline_950,JA Solar,Polycrystalline,310.0,48.0,0.8,0.06,0.1,1.67,0.97,1.62,120934
Trina Solar_390W_Half-Cut_951,Trina Solar,Half-Cut,390.0,24.0,0.78,0.04,0.1,1.91,1.0,1.91,107836
Sukam_280W_Half-Cut_952,Sukam,Half-Cut,280.0,36.0,0.81,0.04,0.12,1.7,0.93,1.58,62018
Vsun Solar_140W_Bifacial_953,Vsun Solar,Bifacial,140.0,24.0,0.78,0.06,0.12,1.15,0.62,0.71,48355
Jinko Solar_280W_Polycrystalline_954,Jinko Solar,Polycrystalline,280.0,12.0,0.82,0.04,0.09,1.69,0.98,1.66,75241
Prag_110W_Bifacial_955,Prag,Bifacial,110.0,24.0,0.82,0.06,0.09,1.2,0.59,0.71,15109
Renogy_110W_Bifacial_956,Renogy,Bifacial,110.0,36.0,0.8,0.06,0.1,1.02,0.65,0.66,40788
Mercury_140W_Monocrystalline_957,Mercury,Monocrystalline,140.0,48.0,0.8,0.05,0.08,1.03,0.61,0.63,21998
Auxano Solar_550W_Bifacial_958,Auxano Solar,Bifacial,550.0,24.0,0.78,0.06,0.09,2.01,1.0,2.01,125040
Vsun Solar_50W_Polycrystalline_959,Vsun Solar,Polycrystalline,50.0,36.0,0.79,0.06,0.09,1.28,0.57,0.73,12786
Trina Solar_440W_Polycrystalline_960,Trina Solar,Polycrystalline,440.0,12.0,0.81,0.04,0.12,1.7,1.0,1.7,111539
Auxano Solar_330W_Polycrystalline_961,Auxano Solar,Polycrystalline,330.0,36.0,0.79,0.05,0.1,1.61,0.95,1.53,114610
Prag_450W_Bifacial_962,Prag,Bifacial,450.0,24.0,0.8,0.04,0.11,1.76,0.99,1.74,112066
JA Solar_460W_Bifacial_963,JA Solar,Bifacial,460.0,36.0,0.79,0.06,0.12,2.01,1.0,2.01,168193
Auxano Solar_410W_Bifacial_964,Auxano Solar,Bifacial,410.0,36.0,0.81,0.05,0.12,1.94,1.0,1.94,134090
Canadian Solar_250W_Bifacial_965,Canadian Solar,Bifacial,250.0,36.0,0.79,0.06,0.11,1.58,0.9,1.42,102627
JA Solar_140W_Half-Cut_966,JA Solar,Half-Cut,140.0,36.0,0.81,0.04,0.11,1.07,0.52,0.56,46470
Sukam_180W_Bifacial_967,Sukam,Bifacial,180.0,12.0,0.79,0.05,0.12,1.6,0.9,1.44,32335
Trina Solar_370W_Polycrystalline_968,Trina Solar,Polycrystalline,370.0,24.0,0.82,0.05,0.09,1.71,1.0,1.71,123776
Prag_410W_Half-Cut_969,Prag,Half-Cut,410.0,48.0,0.82,0.05,0.09,1.81,1.0,1.81,60042
Vsun Solar_180W_Monocrystalline_970,Vsun Solar,Monocrystalline,180.0,24.0,0.81,0.05,0.11,1.54,0.9,1.39,43715
Must_220W_Bifacial_971,Must,Bifacial,220.0,24.0,0.81,0.04,0.1,1.54,0.98,1.51,51365
JA Solar_570W_Bifacial_972,JA Solar,Bifacial,570.0,12.0,0.8,0.06,0.1,2.04,1.0,2.04,192201
Trina Solar_300W_Half-Cut_973,Trina Solar,Half-Cut,300.0,36.0,0.8,0.04,0.1,1.68,0.92,1.55,98009
Felicity_470W_Monocrystalline_974,Felicity,Monocrystalline,470.0,36.0,0.82,0.05,0.1,2.03,1.0,2.03,74270
Vsun Solar_220W_Polycrystalline_975,Vsun Solar,Polycrystalline,220.0,12.0,0.8,0.05,0.11,1.59,0.96,1.53,49985
Auxano Solar_370W_Polycrystalline_976,Auxano Solar,Polycrystalline,370.0,12.0,0.82,0.06,0.1,1.92,0.99,1.9,102390
Vsun Solar_70W_Monocrystalline_977,Vsun Solar,Monocrystalline,70.0,36.0,0.82,0.05,0.11,1.15,0.59,0.68,20932
Canadian Solar_210W_Polycrystalline_978,Canadian Solar,Polycrystalline,210.0,36.0,0.79,0.04,0.11,1.5,0.98,1.47,68967
Auxano Solar_410W_Polycrystalline_979,Auxano Solar,Polycrystalline,410.0,24.0,0.79,0.05,0.1,1.94,1.0,1.94,124466
LONGi Solar_170W_Polycrystalline_980,LONGi Solar,Polycrystalline,170.0,24.0,0.78,0.04,0.11,1.59,0.98,1.56,62597
Must_110W_Bifacial_981,Must,Bifacial,110.0,12.0,0.78,0.04,0.08,1.13,0.66,0.75,22958
LONGi Solar_210W_Half-Cut_982,LONGi Solar,Half-Cut,210.0,24.0,0.8,0.05,0.09,1.51,0.82,1.24,88869
Prag_590W_Bifacial_983,Prag,Bifacial,590.0,48.0,0.81,0.06,0.1,2.01,1.0,2.01,97950
Must_70W_Half-Cut_984,Must,Half-Cut,70.0,24.0,0.79,0.06,0.09,1.29,0.58,0.75,16012
Jinko Solar_390W_Bifacial_985,Jinko Solar,Bifacial,390.0,36.0,0.82,0.05,0.12,1.8,0.99,1.78,115818
Canadian Solar_470W_Bifacial_986,Canadian Solar,Bifacial,470.0,48.0,0.8,0.05,0.11,2.04,1.0,2.04,192411
Jinko Solar_400W_Bifacial_987,Jinko Solar,Bifacial,400.0,48.0,0.82,0.05,0.12,1.92,1.0,1.92,108659
Sukam_70W_Monocrystalline_988,Sukam,Monocrystalline,70.0,48.0,0.81,0.04,0.1,1.02,0.64,0.65,14295
Trina Solar_290W_Half-Cut_989,Trina Solar,Half-Cut,290.0,48.0,0.81,0.06,0.11,1.67,0.93,1.55,71859
Suntech_410W_Half-Cut_990,Suntech,Half-Cut,410.0,12.0,0.81,0.04,0.08,1.85,1.0,1.85,145791
Trina Solar_110W_Monocrystalline_991,Trina Solar,Monocrystalline,110.0,24.0,0.82,0.05,0.09,1.01,0.56,0.57,32960
Prag_380W_Monocrystalline_992,Prag,Monocrystalline,380.0,36.0,0.82,0.05,0.09,1.71,1.0,1.71,66377
Trina Solar_290W_Half-Cut_993,Trina Solar,Half-Cut,290.0,12.0,0.79,0.04,0.11,1.66,0.92,1.53,78815
LONGi Solar_90W_Half-Cut_994,LONGi Solar,Half-Cut,90.0,48.0,0.8,0.04,0.11,1.23,0.56,0.69,31565
Prag_460W_Polycrystalline_995,Prag,Polycrystalline,460.0,48.0,0.8,0.05,0.1,2.01,1.0,2.01,97159
Must_210W_Polycrystalline_996,Must,Polycrystalline,210.0,48.0,0.8,0.05,0.1,1.53,0.96,1.47,40295
Vsun Solar_350W_Half-Cut_997,Vsun Solar,Half-Cut,350.0,48.0,0.81,0.06,0.08,1.68,0.98,1.65,109004
Canadian Solar_200W_Bifacial_998,Canadian Solar,Bifacial,200.0,12.0,0.8,0.06,0.09,1.51,0.85,1.28,85347
JA Solar_240W_Bifacial_999,JA Solar,Bifacial,240.0,12.0,0.81,0.05,0.11,1.54,0.83,1.28,93541
Auxano Solar_270W_Monocrystalline_1000,Auxano Solar,Monocrystalline,270.0,48.0,0.78,0.06,0.11,1.65,0.97,1.6,82653
Vsun Solar_80W_Monocrystalline_1001,Vsun Solar,Monocrystalline,80.0,24.0,0.81,0.06,0.09,1.24,0.64,0.79,21617
Jinko Solar_560W_Monocrystalline_1002,Jinko Solar,Monocrystalline,560.0,48.0,0.81,0.05,0.1,2.0,1.0,2.0,176668
Jinko Solar_560W_Monocrystalline_1003,Jinko Solar,Monocrystalline,560.0,36.0,0.82,0.06,0.1,2.03,1.0,2.03,182948
Jinko Solar_200W_Monocrystalline_1004,Jinko Solar,Monocrystalline,200.0,12.0,0.8,0.04,0.09,1.52,0.88,1.34,49564
JA Solar_290W_Monocrystalline_1005,JA Solar,Monocrystalline,290.0,24.0,0.8,0.04,0.1,1.65,0.99,1.63,95812
Canadian Solar_230W_Half-Cut_1006,Canadian Solar,Half-Cut,230.0,36.0,0.79,0.05,0.1,1.57,0.9,1.41,92610
Sukam_520W_Monocrystalline_1007,Sukam,Monocrystalline,520.0,36.0,0.81,0.06,0.12,2.04,1.0,2.04,98997
Trina Solar_90W_Half-Cut_1008,Trina Solar,Half-Cut,90.0,48.0,0.78,0.04,0.12,1.11,0.64,0.71,23098
Canadian Solar_110W_Bifacial_1009,Canadian Solar,Bifacial,110.0,36.0,0.79,0.05,0.11,1.15,0.6,0.69,44627
Prag_120W_Polycrystalline_1010,Prag,Polycrystalline,120.0,24.0,0.78,0.05,0.11,1.17,0.54,0.63,22550
Mercury_300W_Monocrystalline_1011,Mercury,Monocrystalline,300.0,24.0,0.81,0.04,0.1,1.63,0.98,1.6,50416
Auxano Solar_390W_Polycrystalline_1012,Auxano Solar,Polycrystalline,390.0,24.0,0.81,0.05,0.1,1.72,0.99,1.7,99367
Auxano Solar_290W_Polycrystalline_1013,Auxano Solar,Polycrystalline,290.0,24.0,0.78,0.05,0.08,1.62,0.93,1.51,66410
Jinko Solar_530W_Bifacial_1014,Jinko Solar,Bifacial,530.0,24.0,0.82,0.04,0.1,2.02,1.0,2.02,162715
Prag_170W_Polycrystalline_1015,Prag,Polycrystalline,170.0,48.0,0.81,0.05,0.1,1.51,0.83,1.25,38384
Auxano Solar_250W_Monocrystalline_1016,Auxano Solar,Monocrystalline,250.0,36.0,0.79,0.06,0.09,1.54,0.89,1.37,82500
Must_510W_Bifacial_1017,Must,Bifacial,510.0,12.0,0.8,0.05,0.1,2.04,1.0,2.04,84470
Jinko Solar_570W_Monocrystalline_1018,Jinko Solar,Monocrystalline,570.0,36.0,0.8,0.05,0.09,2.0,1.0,2.0,163549
Suntech_420W_Bifacial_1019,Suntech,Bifacial,420.0,36.0,0.79,0.05,0.08,1.73,0.99,1.71,176062
Prag_190W_Half-Cut_1020,Prag,Half-Cut,190.0,12.0,0.79,0.05,0.1,1.57,0.95,1.49,35200
Must_420W_Polycrystalline_1021,Must,Polycrystalline,420.0,48.0,0.8,0.06,0.1,1.78,0.99,1.76,83917
Suntech_290W_Half-Cut_1022,Suntech,Half-Cut,290.0,24.0,0.79,0.05,0.11,1.63,0.96,1.56,104774
Must_460W_Polycrystalline_1023,Must,Polycrystalline,460.0,24.0,0.79,0.05,0.1,2.01,1.0,2.01,89017
Trina Solar_350W_Half-Cut_1024,Trina Solar,Half-Cut,350.0,48.0,0.82,0.06,0.09,1.6,0.97,1.55,88929
Sukam_170W_Bifacial_1025,Sukam,Bifacial,170.0,36.0,0.8,0.06,0.12,1.58,0.84,1.33,33974
Mercury_500W_Monocrystalline_1026,Mercury,Monocrystalline,500.0,48.0,0.81,0.04,0.09,2.02,1.0,2.02,122210
Vsun Solar_130W_Half-Cut_1027,Vsun Solar,Half-Cut,130.0,48.0,0.8,0.05,0.12,1.18,0.68,0.8,43346
Must_500W_Half-Cut_1028,Must,Half-Cut,500.0,12.0,0.81,0.05,0.11,2.01,1.0,2.01,78239
LONGi Solar_290W_Monocrystalline_1029,LONGi Solar,Monocrystalline,290.0,48.0,0.79,0.06,0.09,1.65,0.97,1.6,126481
Felicity_290W_Half-Cut_1030,Felicity,Half-Cut,290.0,24.0,0.79,0.06,0.1,1.61,0.98,1.58,58407
Must_400W_Monocrystalline_1031,Must,Monocrystalline,400.0,12.0,0.82,0.05,0.12,1.79,1.0,1.79,60528
Prag_560W_Monocrystalline_1032,Prag,Monocrystalline,560.0,48.0,0.8,0.04,0.11,2.02,1.0,2.02,98875
Jinko Solar_370W_Polycrystalline_1033,Jinko Solar,Polycrystalline,370.0,48.0,0.8,0.05,0.09,1.73,0.99,1.71,112999
Suntech_110W_Monocrystalline_1034,Suntech,Monocrystalline,110.0,36.0,0.79,0.04,0.11,1.09,0.51,0.56,38035
Auxano Solar_600W_Polycrystalline_1035,Auxano Solar,Polycrystalline,600.0,36.0,0.82,0.04,0.1,2.03,1.0,2.03,167367
Auxano Solar_300W_Polycrystalline_1036,Auxano Solar,Polycrystalline,300.0,24.0,0.81,0.06,0.1,1.66,1.0,1.66,75416
Sukam_550W_Monocrystalline_1037,Sukam,Monocrystalline,550.0,48.0,0.79,0.05,0.1,2.02,1.0,2.02,112799
Jinko Solar_140W_Monocrystalline_1038,Jinko Solar,Monocrystalline,140.0,24.0,0.79,0.04,0.09,1.19,0.65,0.77,43697
Sukam_180W_Monocrystalline_1039,Sukam,Monocrystalline,180.0,36.0,0.78,0.05,0.1,1.57,0.87,1.37,28605
LONGi Solar_470W_Half-Cut_1040,LONGi Solar,Half-Cut,470.0,36.0,0.8,0.04,0.1,2.04,1.0,2.04,179753
Renogy_280W_Polycrystalline_1041,Renogy,Polycrystalline,280.0,12.0,0.79,0.05,0.1,1.69,1.0,1.69,105541
Vsun Solar_150W_Half-Cut_1042,Vsun Solar,Half-Cut,150.0,24.0,0.81,0.06,0.11,1.11,0.7,0.78,40554
Trina Solar_530W_Monocrystalline_1043,Trina Solar,Monocrystalline,530.0,36.0,0.79,0.05,0.1,2.02,1.0,2.02,176327
Prag_50W_Monocrystalline_1044,Prag,Monocrystalline,50.0,12.0,0.81,0.05,0.11,1.17,0.65,0.76,7193
JA Solar_370W_Bifacial_1045,JA Solar,Bifacial,370.0,12.0,0.79,0.04,0.12,1.7,1.0,1.7,118998
Auxano Solar_370W_Half-Cut_1046,Auxano Solar,Half-Cut,370.0,48.0,0.81,0.06,0.11,1.88,0.99,1.86,103624
Mercury_400W_Polycrystalline_1047,Mercury,Polycrystalline,400.0,48.0,0.8,0.05,0.11,1.78,1.0,1.78,66357
Trina Solar_520W_Bifacial_1048,Trina Solar,Bifacial,520.0,12.0,0.79,0.06,0.09,2.05,1.0,2.05,142094
Mercury_350W_Polycrystalline_1049,Mercury,Polycrystalline,350.0,48.0,0.81,0.06,0.1,1.6,0.98,1.57,80236
Sukam_520W_Half-Cut_1050,Sukam,Half-Cut,520.0,24.0,0.79,0.04,0.08,2.0,1.0,2.0,98752
Prag_510W_Polycrystalline_1051,Prag,Polycrystalline,510.0,24.0,0.8,0.05,0.1,2.04,1.0,2.04,81053
Jinko Solar_580W_Polycrystalline_1052,Jinko Solar,Polycrystalline,580.0,12.0,0.82,0.05,0.09,2.03,1.0,2.03,186971
Prag_150W_Bifacial_1053,Prag,Bifacial,150.0,48.0,0.78,0.06,0.1,1.25,0.68,0.85,30513
Trina Solar_420W_Bifacial_1054,Trina Solar,Bifacial,420.0,36.0,0.82,0.05,0.08,1.78,1.0,1.78,130325
Auxano Solar_80W_Half-Cut_1055,Auxano Solar,Half-Cut,80.0,24.0,0.8,0.05,0.1,1.13,0.68,0.77,23192
Trina Solar_430W_Polycrystalline_1056,Trina Solar,Polycrystalline,430.0,48.0,0.79,0.05,0.11,1.71,1.0,1.71,102832
Must_440W_Polycrystalline_1057,Must,Polycrystalline,440.0,48.0,0.81,0.05,0.08,1.84,1.0,1.84,102456
Trina Solar_440W_Monocrystalline_1058,Trina Solar,Monocrystalline,440.0,36.0,0.81,0.04,0.11,1.74,1.0,1.74,105412
Sukam_400W_Polycrystalline_1059,Sukam,Polycrystalline,400.0,24.0,0.82,0.05,0.08,1.81,1.0,1.81,88003
Must_510W_Bifacial_1060,Must,Bifacial,510.0,36.0,0.8,0.06,0.1,2.04,1.0,2.04,87251
Mercury_510W_Half-Cut_1061,Mercury,Half-Cut,510.0,12.0,0.79,0.06,0.1,2.02,1.0,2.02,102817
Prag_340W_Polycrystalline_1062,Prag,Polycrystalline,340.0,36.0,0.82,0.04,0.11,1.69,1.0,1.69,63420
